question,faithfulness_score,faithfulness_reason,answer_relevancy_score,answer_relevancy_reason,contextual_precision_score,contextual_precision_reason,answer,ground_truth,contexts
que tan alta es la moto,1.0,The score is 1.00 because there are no detected contradictions between the actual output and the retrieval context.,0.5,The score is 0.50 because the actual output includes an irrelevant statement '¡Hola!' that doesn't address the question about the height of the motorcycle.,0,"The score is 0.00 because irrelevant nodes (nodes 1, 2, and 3) about BAJAJ CT-100 motor registration, identification, and manual guidelines take priority over relevant answers, making it difficult to achieve a higher contextual precision score.","¡Hola! 

Desafortunadamente, la altura de la Bajaj Boxer CT100 KS no está disponible en la información que tengo. 

",Altura total: 1.072 mm.,"Identificación de
la Motocicleta su motocicleta BAJAJ CT-100 ES particular de otros del mismo modelo y el tipo.
El número de VIN se ubica en la parte frontal derecha El número de Motor se ubica en la parte inferior del motor
del chasis, justo en frente del tanque de combustible del lado izquierdo, justo debajo de la palanca de cambios.
. 13 .

Tablas:

Identificación de Los números de Motor y de VIN (Chasis) se utilizan para registrar e identificar la motocicleta
la Motocicleta su motocicleta BA..."
cual es la altura del asiento con respecto al piso,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 because the answer directly addresses the question about the height of a seat with respect to the floor, and there are no irrelevant statements in the actual output.",0.25,"The score is 0.25 because irrelevant nodes (nodes 1-3) provide reasons like ""This context does not provide any information about seat height."" and ""The text talks about bike design, comfort, and technology, but does not mention seat height."", while the relevant node (node 4) provides the actual answer, ranked higher. This suggests that the system needs to improve in ranking relevant nodes correctly.","¡Hola!  

La altura del asiento de la Bajaj Boxer CT100 KS es de 784 mm. 
",Altura del asiento: 784 mm.,"banda elástica para evitar que se caiga. Trasera Sólo 28 psi
• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi
kit de primeros auxilios.
Recuerde verificar el indicador de desgaste
de las llantas, este le informa si la llanta es
apta o no para la conducción.
. 21 .

banda elástica para evitar que se caiga. Trasera Sólo 28 psi
• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi
kit de primeros auxilios.
de las llantas, este le informa si la llanta es
apta o no para l..."
cual es la presión de las llantas,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,The score is 1.00 because the answer directly addresses the question about tire pressure.,0,"The score is 0.00 because it's necessary to improve the ranking of nodes, as the irrelevant nodes that don't specifically mention tire pressure are ranked higher than the relevant ones that do ('banda elástica para evitar que se caiga' and 'Trasera Sólo 28 psi'). For instance, the first node with a 'no' verdict should be ranked lower because it only talks about avoiding tire fall through an elastic band, not tire pressure itself. Similarly, the second node should be ranked lower as well since it discusses bike design and maintenance checklists without providing specific information about tire pressure.","Para la Bajaj Boxer CT100 KS, la presión recomendada para las llantas es de 28 psi para la trasera cuando va solo. Si vas con pasajero, la presión debe ser de 32 psi. 



",Delantera: 25 PSI. Trasera sin pasajero: 28 PSI. Trasera con pasajero: 32 PSI.,"banda elástica para evitar que se caiga. Trasera Sólo 28 psi
• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi
kit de primeros auxilios.
Recuerde verificar el indicador de desgaste
de las llantas, este le informa si la llanta es
apta o no para la conducción.
. 21 .

banda elástica para evitar que se caiga. Trasera Sólo 28 psi
• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi
kit de primeros auxilios.
de las llantas, este le informa si la llanta es
apta o no para l..."
que tipos de frenos tiene la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 because the answer perfectly addresses the question about the types of brakes a motorcycle has, leaving no room for improvement.",0,"The contextual precision score of 0.00 is because all retrieved nodes ('nodes in retrieval contexts') are marked as irrelevant, with reasons such as ""...doesn't mention anything about types of brakes"", ""...doesn't provide specific information about brake types"", and so on, indicating that these 'no' verdicts should be ranked lower than the potential relevant nodes. This suggests that the ranking system prioritizes non-relevant information over potentially useful results.","La Bajaj Boxer CT100 KS tiene frenos de tambor tanto en la rueda delantera como en la trasera. 
","Frenos de tambor adelante y atrás, ambos de 110 mm.","• Salga temprano para llegar a su destino pastillas de freno.
de manera segura. • Revise la tensión de la cadena de 20 a 30 mm y
• Lleve siempre los documentos de la motocicleta que esté bien lubricada.
vigentes y una licencia válida de conducción. • Funcionamiento de todas las luces y bocina.
• Evite manejar sobre arena suelta o piedras, • Movimiento suave de la dirección sin restricciones.
donde el vehículo podría patinar. • Juego libre en la palanca de embrague de 2 a 3 mm.
• Sujete adecuadam..."
como hago el despegue o asentamiento del motor,0.0,The score is 0.00 because the actual output explicitly contradicts the retrieval context by suggesting a different shutdown behavior than claimed.,1.0,"The score is 1.00 because the answer directly addresses the question of how to start or idle a car engine, being highly relevant to the input.",0,"The score is 0.00 because irrelevant nodes (nodes 1-3) were ranked higher than relevant nodes in the retrieval contexts, suggesting a clear separation between relevant and non-relevant information.","Para el despegue o asentamiento del motor de la Bajaj Boxer CT100 KS,  te recomiendo dejar el motor en ralentí por 1 minuto inmediatamente después de encenderlo. Esto permitirá que el motor se lubrique internamente y se estabilice. 



",Evitar acelerones y frenadas bruscas durante los primeros 2.000 km. Seguir los límites de velocidad por marcha.,"FILTRO DE ACEITE (PAPEL):
inmediatamente después de haber encendido el
motor. Deje el motor en ralentí por 1 minuto para
• Se localiza en la cubierta del embrague. permitir que el motor se lubrique internamente.
• Se debe reemplazar periódicamente acudiendo
a un centro de servicio autorizado según el
cuadro de mantenimiento.
. 23 .

Tanque de Combustible
Grifo de combustible
El grifo de combustible se encarga de controlar el flujo de combustible
desde el tanque hasta el carburador, este tiene 3 ..."
cuanto tiempo dura la garantía de la moto,1.0,"The score is 1.00 because there are no contradictions detected, indicating a perfect alignment between the actual output and the retrieval context.",1.0,"The score is 1.00 because the answer is directly relevant to the input, accurately addressing the question about how long the warranty of a motorcycle lasts.",0,"The score is 0.00 because irrelevant nodes (nodes 1-3) consistently show no relevance to the input query about moto warranty duration, making it necessary for them to be ranked lower than the correct 'yes' verdict.","La garantía de la Bajaj Boxer CT100 KS es de 20.000 kilómetros o 12 meses, lo primero que ocurra.  
","12 meses o 20.000 kilómetros, lo que ocurra primero.","servicio y derechos relacionados con la garantía.
Además los Centros de Servicio UMA le garantizan calidad en
Recordamos que el período de la garantía original de la el servicio, historial de su motocicleta consolidado, técnicos
motocicleta es de 20.000 Km o 12 meses, lo primero que ocurra; entrenados en las tecnologías BAJAJ, respaldo de
además se aclara que la garantía es el derecho que tiene ante BAJAJ en todo momento.
cualquier defecto de manufactura o ensamble de su producto.
.. 4411 ..

Al..."
cuanto es la emisión de gases de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 because the answer directly addresses the question about the emission of gases from a motorcycle, making it highly relevant.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"La Bajaj Boxer CT100 KS cumple con la Ley 1972 de 2019 sobre emisiones de gases contaminantes.  

Los niveles máximos permitidos para el monóxido de carbono (CO) son del 4.5%. 
","la moto cumple con la Ley 1972 de Julio de 2019, que regula los niveles de emisión de gases contaminantes en Colombia. Los niveles máximos permitidos para gases contaminantes en Colombia son: Monóxido de Carbono (CO): máximo 4.5%. Hidrocarburos (HC): máximo 2000 ppm.","EMISIÓN DE GASES:
Ley 1972 de Julio de 2019 expedida Todas las motocicleta BAJAJ cuentan con Los CDA o Centros de Diagnostico
por el Ministerio de Ambiente, Vivienda y Automotriz son las encargados de realizar
Desarrollo Territorial, es la norma en cual en la ley 1972, donde cumplimos las inspecciones técnico mecánicas para
medir los niveles de gases contaminantes.
de agentes contaminantes que emiten entrega por primera vez con la motocicleta Esta revisión en las motocicletas se debe
las fuentes..."
cuantos kilómetros hace por galón,1.0,"The score is 1.00 because there are no contradictions found between the 'actual output' and the 'retrieval context', indicating perfect alignment!",1.0,"The score is 1.00 because the answer is directly related to the input question, and there are no irrelevant statements in the actual output.",0,"The score is 0.00 because irrelevant nodes like 'Grifo de combustible' (1st node) and unrelated contexts discussing motorcycles, lubrication, and maintenance (2nd node) should be ranked lower than the actual relevant topics.","Desafortunadamente, la información sobre el consumo de combustible (kilómetros por galón) de la Bajaj Boxer CT100 KS no está disponible en el contexto que me has proporcionado. 



",El manual no lo especifica.,"Grifo de combustible
desde el tanque hasta el carburador, este tiene 3 posiciones.
ON:
cantidad sea mayor a 1,2 litros, cuando la cantidad sea
menor a la mencionada la motocicleta se apagará.
Tapa del tanque de combustible
Para abrir la tapa del depósito de combustible, inserte
RES:
la llave en la cerradura y gírela hacia la derecha y
es menor a 1,2 litros, debe abastecer combustible lo
levante la tapa del tanque de combustible.
antes posible.
La tapa se cierra empujándola hacia abajo.
OFF:
. 17..."
cual es la relación de transmisión de la moto,1.0,The score is 1.00 because there are no detected contradictions between the actual output and the retrieval context.,0.5,"The score is 0.50 because the actual output contains an irrelevant statement that simply states that the information is not available, which does not provide any relevant information about the transmission ratio of the motorcycle.",0,"The score is 0.00 because all the retrieval contexts are 'no' verdicts, indicating that none of the nodes are relevant to the input query 'cual es la relación de transmisión de la moto'. The first node's reason states that it discusses general maintenance and warranties, not transmission, while subsequent nodes provide reasons such as tables of maintenance frequencies, repeated statements about maintenance, or regulations on emissions. As a result, none of these irrelevant nodes are ranked higher than others, resulting in a contextual precision score of 0.00.","Desafortunadamente, la información sobre la relación de transmisión de la Bajaj Boxer CT100 KS no está disponible en el contexto que me has proporcionado. 

",No se especifica en el manual,"PREGUNTAS FRECUENTES
¿Porqué son importantes • Son los que garantizan la calidad, seguridad e idoneidad de la motocicleta. En esos
las revisiones de mantenimientos realizamos ajustes a diferentes sistemas de la motocicleta y además
mantenimiento preventivo? recomendamos el cambio de algunas partes debido al desgaste normal por el uso
frecuente, el cambio de estas no corresponden a fallas en la motocicleta, por el
Para resumir son dos los factores que
hacen que los mantenimiento preventivos
sean ..."
cual es el cilindraje de la moto,1.0,"The score is 1.00 because there are no contradictions found in the 'actual output', indicating a perfect match with the retrieval context.",0.0,"The score is 0.00 because the actual output doesn't address the question about the cylinder size at all, instead providing unrelated information.",0,"The score is 0.00 because all nodes in the retrieval contexts are ranked higher than irrelevant nodes that do not mention the engine size or displacement, such as the identification of the motorcycle model, Tablas section, fuel pump and tank sections, and motorcycle operation and maintenance information.","El cilindraje de la Bajaj Boxer CT100 KS no está disponible en la información que tengo. 

",el cilindraje de la moto es de 102 cc.,"Identificación de
la Motocicleta su motocicleta BAJAJ CT-100 ES particular de otros del mismo modelo y el tipo.
El número de VIN se ubica en la parte frontal derecha El número de Motor se ubica en la parte inferior del motor
del chasis, justo en frente del tanque de combustible del lado izquierdo, justo debajo de la palanca de cambios.
. 13 .

Tablas:

Identificación de Los números de Motor y de VIN (Chasis) se utilizan para registrar e identificar la motocicleta
la Motocicleta su motocicleta BA..."
cual es la viscosidad del aceite de la moto,1.0,"The score is 1.00 because there are no contradictions found between the 'actual output' and the 'retrieval context', indicating a perfect match!",0.0,"The score is 0.00 because the actual output completely misses the point of addressing the viscosity of the motorcycle oil, instead providing irrelevant information about its availability for a particular model.",0,"The score is 0.00 because irrelevant nodes (nodes 1, 2, and 3) that don't provide information about the viscosity of motorcycle oil are consistently ranked higher than relevant nodes.","Desafortunadamente, la viscosidad del aceite recomendada para la Bajaj Boxer CT100 KS no está disponible en la información que tengo. 

","SAE 20W-50 o 10W-30, API SL, JASO MA.","un desgaste acelerado del kit de arrastre. de cambio de aceite para dar una larga vida a los componentes del motor.
Lubrique la cadena por lo menos cada 500 km si usa Para más detalles consulte cuadro de mantenimiento periódico.
la motocicleta en zonas muy húmedas o polvorientas.
. 22 .

ACEITE DE MOTOR
Verificación diaria del nivel de aceite
Mantenga siempre el nivel de aceite entre los niveles bajo y alto,
cuando el nivel de aceite esté llegando al nivel bajo (D), indicado
en la imagen, debe p..."
que tipo de llantas usa la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 because the input question is directly addressed in the actual output, indicating a perfect relevance.",0,"The score is 0.00 because all the nodes in retrieval contexts are irrelevant to determining the type of tires used by a moto, as they provide general information about motorcycles or disclaimers, and do not specify tire types. These irrelevant nodes should be ranked lower than nodes that provide relevant information, but unfortunately, none of them meet this criteria.","Desafortunadamente, el tipo de llantas que usa la Bajaj Boxer CT100 KS no está disponible en la información que tengo. 
","Delantera: 2.75-17, 41P (tubetype). Trasera: 3.00-17, 50P (tubetype).","ANTES DE Asegúrese de que se encuentra física y mentalmente apto para conducir su motocicleta,
CONDUCIR sin haber consumido alcohol ni drogas. Compruebe que tanto usted como su pasajero
utilizan cascos para motocicletas y elementos protectores debidamente homologados por
las normativas locales. Indique al pasajero que se agarre a la correa del asiento o a su
cintura, que se incline con usted en las curvas y que mantenga los pies en los reposapiés,
incluso cuando usted se detenga.
CONOZCA Y DOMIN..."
cada cuanto debo revisar las bujías,1.0,"The score is 1.00 because there are no contradictions found between the 'actual output' and the 'retrieval context', indicating perfect alignment and faithfulness!",1.0,"The score is 1.00 because the response perfectly matches the input, with no irrelevant statements, and provides a direct answer to the question about when to check spark plugs.",0,"The score is 0.00 because all nodes (1st: 'Insumos y Servicio Mano de Obra Repuestos Revisión de 500 - 750 km', 2nd: the text discussing general guidelines, and 3rd: the passage talking about lubricant level and inspections) are irrelevant to the input 'cada cuanto debo revisar las bujías', therefore they should be ranked lower than any relevant nodes.","Desafortunadamente, la información sobre la frecuencia de revisión de las bujías de la Bajaj Boxer CT100 KS no está disponible en el contexto que me has proporcionado. 
",Cada 5.000 km o antes si es necesario.,"Insumos y
Servicio Mano de Obra
Repuestos
Revisión de 500 - 750 km - Primeros 15 a 30 días Gratuita
Para ayudarte a cumplir
Revisión de 5.000 - 5.500 km o al tercer mes Gratuita
con esto Bajaj como
Revisión de 10.000 - 10.500 km o al sexto mes Gratuita
cortesía te otorga la Mano
de Obra Gratuita en las Revisión de 15.000 - 15.500 km o al noveno mes Paga el cliente
siguientes revisiones: Revisión de 20.000- 20.500 km o al doceavo mes Paga el cliente Paga el Cliente
Revisión de 25.000 - 25.500 km ..."
cuanto pesa de la moto,1.0,"The score is 1.00 because there are no contradictions found, indicating a perfect alignment between the actual output and the retrieval context!",1.0,"The score is 1.00 because the answer directly addresses the question about the weight of a motorcycle, making it highly relevant.",0,"The score is 0.00 because all nodes in the retrieval contexts are irrelevant to the question 'cuanto pesa de la moto', including the first node ('Ver más contenido…'), which was ranked higher than expected, and subsequent nodes ('Las imágenes y videos...', 'Boxer CT100 KS', 'Identificación de la Motocicleta su motocicleta BAJAJ CT-100 ES particular de otros del mismo modelo y el tipo.', 'Tablas:', 'Grifo de combustible desde el tanque hasta el carburador, este tiene 3 posiciones.', 'La tapa del depósito de combustible', and '¡BIENVENIDO! FELICIDADES por haber elegido una motocicleta “BAJAJ CT -') that were ranked even lower.","Desafortunadamente, el peso de la Bajaj Boxer CT100 KS no está disponible en la información que tengo. 

",la moto pesa 109 kg.,"Ver más contenido…
*Las imágenes y videos mostrados en este sitio son de referencia. Determinadas
características de las motocicletas pueden variar con respecto al modelo y versión
presentada.
Boxer CT100 KS
PRECI
VER AHORRO
O Cotizar $
*Modelo 2026. Precio referencial y
VIGENTE
$5.899.
sujeto a cambios.
Cotizar $ Crédito $ *Aplican términos y 000
Crédito $
condiciones.

Tablas:
Ver más contenido…
*Las imágenes y videos mostrados en este sitio son de referencia. Determinadas
características de l..."
