question,faithfulness_score,faithfulness_reason,answer_relevancy_score,answer_relevancy_reason,contextual_precision_score,contextual_precision_reason,answer,ground_truth,contexts
que tan alta es la moto,1.0,The score is 1.00 because there are no contradictions found between the actual output and the retrieval context.,0.5,"The score is 0.50 because the answer only partially addresses the input, failing to provide relevant information about the height of the motorcycle and instead focusing on a supporting fact that no documents were provided.",0,"The score is 0.00 because although there's no node explicitly stating the height of the motorcycle, it's clear that irrelevant nodes like this one (node 1) should be ranked lower than relevant ones, since they don't provide any information about the desired attribute.","¡Hola!

Lamentablemente, no tengo la información específica sobre la altura de la Bajaj Boxer CT100 KS en los documentos que me has proporcionado.",Altura total: 1.072 mm.,"ACEITE DE MOTOR
Verificación diaria del nivel de aceite
Mantenga siempre el nivel de aceite entre los niveles bajo y alto,
cuando el nivel de aceite esté llegando al nivel bajo (D), indicado
en la imagen, debe proceder a completar hasta el nivel máximo (C)
con aceite recomendado, sin sobrepasar el nivel máximo. A
1. Estacione la motocicleta en una superficie plana
B
2. Extraiga el tapón medidor de aceite y límpielo.
C
3. Inserte tapón medidor hasta el punto R sin roscar. D
4. Retire de nuevo el ..."
cual es la altura del asiento con respecto al piso,1.0,"The score is 1.00 because there are no recorded contradictions between the 'actual output' and the 'retrieval context', indicating a perfect match and complete faithfulness.",0.5,"The score is 0.50 because the actual output contains irrelevant statements such as a query or request for information without providing relevant details about the height of the asiento, making it less relevant to addressing the question in the input.",0,"The score is 0.00 because irrelevant nodes were ranked higher than relevant ones. For instance, even though the first node in retrieval contexts has a 'no' verdict because it's about motorcycle safety and doesn't provide information about seat height, it still appears at the top, making it harder to retrieve relevant results.","¡Hola!

Lamentablemente, no tengo la información específica sobre la altura de la Bajaj Boxer CT100 KS en los documentos que me has proporcionado.",Altura del asiento: 784 mm.,"¿QUÉ ES LA
GARANTÍA?

Tablas:

Nombre *
Nombres Apellidos
Número de Cédula * Celular *
0000000000
Email *
¿Qué moto tienes?
Escoge tu ubicación actual *
Departamento
Ciudad
He leído y he aceptado la Autorización para el Tratamiento de
Personales. *
Para conocer nuestro aviso de privacidad da clic en el siguiente link Avi
Privacidad Grupo UMA |  |  |  | s
 |  |  |  |  |  | 
 |  |  | Apellidos |  |  | 
 |  |  |  |  |  | 
 |  |  |  |  |  | 
 |  |  |  |  |  | 
 |  |  |  |  |  | 
 |  |  |  | Da | to ..."
cual es la presión de las llantas,0.6666666666666666,"The score is 0.67 because the actual output contains a contradiction regarding the recommended pressure of the rear tires when unoccupied, stating 28 psi in the retrieval context, but no mention of this disparity was made.",1.0,"The score is 1.00 because the response directly answers the input question, 'cual es la presión de las llantas', which translates to 'what is the pressure of the tires?' and the output seems to provide a relevant answer.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"¡Hola! Con gusto te ayudo con la presión de las llantas de tu Bajaj Boxer CT100 KS:

*   **Trasera (Solo):** 28 psi
*   **Trasera (Con pasajero):** 32 psi

Recuerda verificar regularmente la presión y el estado de tus llantas, incluyendo el indicador de desgaste, para asegurar una conducción segura. ¡Que tengas un buen viaje!",Delantera: 25 PSI. Trasera sin pasajero: 28 PSI. Trasera con pasajero: 32 PSI.,"banda elástica para evitar que se caiga. Trasera Sólo 28 psi
• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi
kit de primeros auxilios.
Recuerde verificar el indicador de desgaste
de las llantas, este le informa si la llanta es
apta o no para la conducción.
. 21 .

banda elástica para evitar que se caiga. Trasera Sólo 28 psi
• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi
kit de primeros auxilios.
de las llantas, este le informa si la llanta es
apta o no para l..."
que tipos de frenos tiene la moto ,0.0,"The score is 0.00 because the actual output mentions La Bajaj Boxer CT100 KS, but this information is not present in the retrieval context, making it a clear contradiction.",0.5,"The score is 0.50 because the actual output contains an irrelevant statement that asks a question, rather than providing information about the types of brakes, which are relevant to addressing the input.",0,"The score is 0.00 because irrelevant nodes, such as those discussing general motorcycle safety and maintenance (rank 2), or parking the motorcycle safely (rank 3), are ranked higher than relevant ones that should provide information on types of brakes.","¡Hola!

La Bajaj Boxer CT100 KS cuenta con frenos de tambor tanto en la rueda delantera como en la trasera.

Si tienes alguna otra pregunta, no dudes en consultarme. ¡Estoy aquí para ayudarte!","Frenos de tambor adelante y atrás, ambos de 110 mm.","Tips para una conducción segura
Frenada : Estacionando la moto :
• Libere el acelerador y la palanca de embrague con 1. Coloque la moto en el parador central en una
la transmisión embragada para que el freno motor
le ayude a disminuir la velocidad. 2. Bloquee la dirección.
• Haga los cambios descendentes de marcha uno
a uno para alcanzar la posición neutral cuando PRECAUCIÓN: No intente estacionar la
se detenga completamente.
• Aplique ambos frenos (delantero y trasero) inclinadas ya que la moto..."
como hago el despegue o asentamiento del motor,0.625,"The score is 0.62 because the actual output contains claims that are not fully supported by the retrieval context, including sudden accelerations or settling in, engine start-up or settling, and avoiding overloading during the break-in period.",0.7142857142857143,"The score is 0.71 because the actual output contains irrelevant statements providing general guidelines for riding a motorcycle and maintaining vehicle schedules, which are not directly related to the input about motor procedures like despegue or asentamiento.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"¡Hola!

En la documentación de la Bajaj Boxer CT100 KS no se especifica el proceso de despegue o asentamiento del motor. Sin embargo, te puedo dar algunas recomendaciones generales para el rodaje inicial de cualquier motocicleta nueva:

1.  **Evita aceleraciones bruscas:** Durante los primeros kilómetros, no lleves el motor al máximo de sus revoluciones. Acelera de forma gradual y suave.
2.  **Varía la velocidad:** No mantengas una velocidad constante por mucho tiempo. Alterna entre diferentes marchas y velocidades para que todas las piezas del motor se asienten correctamente.
3.  **No sobrecargues la moto:** Evita llevar pasajeros o cargas pesadas durante el período de rodaje.
4.  **Realiza los mantenimientos:** Cumple con los servicios de mantenimiento programados por el fabricante. El primer cambio de aceite es crucial para eliminar cualquier residuo de fabricación.

Siguiendo estas recomendaciones generales, ayudarás a que tu Bajaj Boxer CT100 KS tenga una vida útil más larga y un mejor rendimiento.",Evitar acelerones y frenadas bruscas durante los primeros 2.000 km. Seguir los límites de velocidad por marcha.,"¿Cómo Conducir tu Motocicleta?
Encendido del motor: Arranque:
1. Coloque la llave de gasolina en ON o RES. • Confirme que el estante lateral y central están arriba.
2. Coloque el interruptor de encendido en posición • Oprima la palanca del embrague.
ON usando la llave de la motocicleta. • Engrane la primera marcha (1a Vel).
3. Confirme que la transmisión esta en neutral. • Gire levemente el acelerador mientras
4. Use el ahogador durante el primer encendido o libera simultáneamente el embrague.
d..."
cuanto tiempo dura la garantía de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.75,"The score is 0.75 because the actual output discussed unrelated topics like maintaining warranty benefits, which distracted from the original question about the duration of the motorcycle's guarantee.",0.8333333333333333,"The score of 0.83 is because irrelevant nodes (ranked 3 and 5) are correctly ranked lower than relevant nodes (ranked 1 and 2), with quotes 'La batería de su motocicleta BAJAJ cuenta con una garantía de 6 meses o 6.000 km...' providing additional information about a specific type of warranty, while the other two 'no' verdicts are correctly filtered out due to not directly addressing the question about the warranty duration.","¡Hola!

La garantía original de tu Bajaj Boxer CT100 KS es de 20.000 Km o 12 meses, lo primero que ocurra. Esta garantía cubre cualquier defecto de manufactura o ensamble de tu motocicleta.

Además, la batería tiene una garantía aparte de 6 meses o 6.000 km, lo que ocurra primero, a partir de la fecha de entrega de la moto.

Recuerda realizar las revisiones dentro de los periodos especificados para mantener los beneficios de la garantía.","12 meses o 20.000 kilómetros, lo que ocurra primero.","servicio y derechos relacionados con la garantía.
Además los Centros de Servicio UMA le garantizan calidad en
Recordamos que el período de la garantía original de la el servicio, historial de su motocicleta consolidado, técnicos
motocicleta es de 20.000 Km o 12 meses, lo primero que ocurra; entrenados en las tecnologías BAJAJ, respaldo de
además se aclara que la garantía es el derecho que tiene ante BAJAJ en todo momento.
cualquier defecto de manufactura o ensamble de su producto.
.. 4411 ..

Ce..."
cuanto es la emisión de gases de la moto,0.6666666666666666,The score is 0.67 because the actual output incorrectly states that a regulation began on July 2019 when the retrieval context clearly indicates it started in January 2021.,0.75,"The score is 0.75 because the output contains an irrelevant statement that specifically addresses a non-emission-related topic ('first technical-mechanical inspection schedule'), which prevents it from being more relevant to the input question about gas emissions.",1.0,"The score is 1.00 because all relevant nodes (ranked 1st and 2nd) are correctly ranked higher than irrelevant nodes, such as the ones related to 'EN CASO' (3rd node) and subsequent paragraphs about safety and maintenance (4th node), which don't provide information on emission levels or regulations.","¡Hola!

La Bajaj Boxer CT100 KS cumple con la Ley 1972 de Julio de 2019, que regula los niveles de emisión de gases contaminantes en Colombia. Los niveles máximos permitidos para esta motocicleta son:

*   **Monóxido de Carbono (CO):** 4.5%

Recuerda que la primera revisión técnico-mecánica de tu moto, para medir los niveles de gases, se debe realizar dos años después de la fecha de matriculación, y luego cada año.","la moto cumple con la Ley 1972 de Julio de 2019, que regula los niveles de emisión de gases contaminantes en Colombia. Los niveles máximos permitidos para gases contaminantes en Colombia son: Monóxido de Carbono (CO): máximo 4.5%. Hidrocarburos (HC): máximo 2000 ppm.","EMISIÓN DE GASES:
Ley 1972 de Julio de 2019 expedida Todas las motocicleta BAJAJ cuentan con Los CDA o Centros de Diagnostico
por el Ministerio de Ambiente, Vivienda y Automotriz son las encargados de realizar
Desarrollo Territorial, es la norma en cual en la ley 1972, donde cumplimos las inspecciones técnico mecánicas para
medir los niveles de gases contaminantes.
de agentes contaminantes que emiten entrega por primera vez con la motocicleta Esta revisión en las motocicletas se debe
las fuentes..."
cuantos kilómetros hace por galón,0.0,"The score is 0.00 because the actual output fails to align with the retrieval context's mention of a warranty program and scheduled maintenance services, instead focusing solely on documentation.",0.5,"The score is 0.50 because the actual output contains an irrelevant statement about Bajaj Boxer CT100 KS not specifying fuel consumption per gallon, which doesn't address the input question about kilometers per gallon.",0,"The score is 0.00 because irrelevant nodes ('¿QUÉ ES LA
GARANTÍA?', tables about fuel consumption, and manual without the answer) should be ranked lower than relevant ones, but all three 'no' verdicts were ranked at the top.","¡Hola!

En la documentación de la Bajaj Boxer CT100 KS no se especifica el consumo de combustible por galón. Sin embargo, este dato puede variar dependiendo de las condiciones de conducción, el mantenimiento de la moto y el peso que transportes.",El manual no lo especifica.,"¿QUÉ ES LA
GARANTÍA?

Tablas:

SA galgo
D DIMENSIONES
MOTOR
@ Longitud: 1965 mm
SISTEMA
ELÉCTRICO Ancho: 752 mm
&8 Altura: 1072 mm
CHASIS
Distancia entre Ejes: 1235 mm
Distancia mínima del Suelo: 169 mm
DIMENSIONES
Peso: 109 Kg
Capacidad del Tanque: 10,51
Información extraída del sitio web oficial de la marca

Tablas:

¿QUÉ ES LA
GARANTÍA?
. 38 .

Tablas:

Insumos y
Servicio Mano de Obra
Repuestos
Revisión de 500 - 750 km - Primeros 15 a 30 días Gratuita
Para ayudarte a cumplir
Revisión de 5.000..."
cual es la relación de transmisión de la moto,1.0,"The score is 1.00 because there are no identified contradictions between the 'actual output' and the 'retrieval context', indicating perfect alignment!",0.5,"The score is 0.50 because the actual output included an irrelevant statement that appears to be a greeting, unrelated to the input question about the motorcycle's transmission relationship.",0,"The score is 0.00 because irrelevant nodes (nodes 1-3) that provide safety instructions and unrelated text should be ranked lower than relevant nodes, but unfortunately, they are not correctly ordered.","¡Hola!

En la documentación de la Bajaj Boxer CT100 KS no se especifica la relación de transmisión.",No se especifica en el manual,"• En caso de frenada de emergencia concéntrese en • Lea las instrucciones a fondo en este manual y
la aplicación de los frenos lo más fuerte posible sígalas cuidadosamente.
sin patinar sin intentar bajar marchas en la • Evite accesorios innecesarios para la
transmisión. seguridad tanto de piloto y otros automovilistas.
• Familiarícese y siga las reglas y regulaciones
Deteniendo la moto : de tránsito local así como las señales de
1. Cierre completamente el acelerador tránsito en general.
2. Ponga..."
cual es el cilindraje de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.6666666666666666,"The score is 0.67 because the model struggled to address the input 'cual es el cilindraje de la moto' and produced a response with irrelevant content, such as ¡Hola!, which does not relate to the topic of cylinder displacement.",0,"The score is 0.00 because the first three nodes in the retrieval contexts are all irrelevant, providing no specific information about the cylinder volume of the motorcycle, which is what the input is looking for.","¡Hola!

En la documentación de la Bajaj Boxer CT100 KS se especifica que el cilindraje es de 102 CC. Sin embargo, en otra parte de la documentación se indica que es de 97.2 CC.",el cilindraje de la moto es de 102 cc.,"CILINDRAJE 102 CC 97.2 CC
POTENCIA 7.59 HP 7500 RPM 7.7 HP 7500 RPM
TORQUE 8.24 NM @5500 RPM 8.2 NM @4500 RPM
ENCENDIDO Pedal Pedal
CAPACIDAD DEL 10.5 L 10.5 L
TANQUE
FRENO DELANTERO Tambor 110 mm Tambor
SUSPENSION TRASERA Brazo oscilante, Tecnología SNS de 5 Doble amortiguador ajustable e
posiciones
USB Si No
*La información técnica e imágenes de referencia de las motocicletas fue tomada del
sitio oficial de cada una de las marcas a la fecha 31/10/2024.
Boxer CT100 KS
PRECI
VER AHORRO
O Cotizar..."
cual es la viscosidad del aceite de la moto,0.3333333333333333,"The score is 0.33 because there are two identical contradictions that indicate the actual output fails to align with the retrieval context by not providing information on the recommended oil viscosity for Bajaj Boxer CT100 KS, which is not mentioned in the retrieval context.",0.5,"The score is 0.50 because the output contains irrelevant statements like a greeting ('¡Hola!') and unrelated information about general maintenance tips, which distract from the main topic of viscosity.",1.0,"The score is 1.00 because irrelevant nodes were correctly ranked lower than relevant nodes, as seen with the first node ranking #1 and all others being 'yes' verdicts.","¡Hola!

La viscosidad del aceite recomendada para tu Bajaj Boxer CT100 KS es:

*   SAE 20W 50
*   SAE 10W 30

Recuerda verificar siempre el nivel de aceite antes de encender el motor y realizar los cambios cada 5.000 km para un óptimo rendimiento.","SAE 20W-50 o 10W-30, API SL, JASO MA.","Este manual de Usuario y Garantía es parte fundamental de la motocicleta,
recomendamos mantenerlo siempre con la motocicleta.
Especificaciones del Aceite Recomendado
IMPORTANTE
Antes de encender el motor verifique Viscosidad SAE 20 W 50 / 10 W 30
si el nivel de aceite 4T es el adecuado.
Servicio API SL
Ver sección: ACEITE MOTOR
JASO MA
Este manual de Usuario y Garantía incluye la información más reciente del producto disponible antes de la impresión. BAJAJ se reserva
el derecho a realizar cambio..."
