question,faithfulness_score,faithfulness_reason,answer_relevancy_score,answer_relevancy_reason,contextual_recall_score,contextual_recall_reason,contextual_precision_score,contextual_precision_reason,answer,ground_truth,contexts
que tan alta es la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,The score is 1.00 because the answer provided a direct translation of 'How fast is the motorcycle?' which is relevant to the input 'que tan alta es la moto'.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The contextual precision score is 1.00 because all relevant nodes (rank 1) are ranked higher than irrelevant nodes (ranks 2 and 3). Specifically, the node that provides the correct answer to 'que tan alta es la moto' (What is the height of the motor?) is ranked first.","La altura de la Bajaj Boxer CT100 KS es de 1072 mm. Esta medida se refiere a la altura total de la motocicleta, desde el suelo hasta la parte más alta del vehículo.",Altura total: 1.072 mm.,"BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo.
SELECCIONA EL COLOR:
¡Dale un giro a tu próxima moto Bajaj!
Boxer CT100 KS
PRECI
VER AHORRO
O Cotizar $
*Modelo 2026. Precio referencial y
VIGENTE
$5.899.
sujeto a cambios.
Cotizar $ Crédito $ *Aplican términos y 000
Crédito $
condiciones.

Tablas:
BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo...."
cual es la altura del asiento con respecto al piso,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,The score is 1.00 because the specified seat height (784 mm) is correctly found under the Boxer CT100 KS model in the 'DIMENSIONES' section of the table.,0,"The contextual precision score is 0.00 because the first three retrieval contexts are nodes discussing motorcycle models and their dimensions, but none of them provide the specific height of the seat with respect to the floor as in the input.","La altura total de la Bajaj Boxer CT100 KS es de 1072 mm, sin embargo, no tengo información específica sobre la altura del asiento con respecto al piso. Si necesitas información más detallada, te recomiendo consultar el manual del propietario o la página oficial de Bajaj para obtener especificaciones técnicas precisas.",Altura del asiento: 784 mm.,"BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo.
SELECCIONA EL COLOR:
¡Dale un giro a tu próxima moto Bajaj!
Boxer CT100 KS
PRECI
VER AHORRO
O Cotizar $
*Modelo 2026. Precio referencial y
VIGENTE
$5.899.
sujeto a cambios.
Cotizar $ Crédito $ *Aplican términos y 000
Crédito $
condiciones.

Tablas:
BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo...."
cual es la presión de las llantas,0.0,"Error: 1 validation error for FaithfulnessVerdict
verdict
  Field required [type=missing, input_value={'verdit': 'idk'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.11/v/missing",0.75,"The score is 0.75 because while the response provided information about checking tire pressure and tire tread wear indicator, these are safety measures related to tire maintenance rather than features of the tires themselves (as per the user's question about tire pressure).",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"La presión de las llantas para la Bajaj Boxer CT100 KS es la siguiente:

- Trasera solo: 28 psi
- Trasera con pasajero: 32 psi

Es importante verificar regularmente la presión de las llantas para asegurarte de que estén en los niveles recomendados y así garantizar una conducción segura y eficiente. Recuerda también revisar el indicador de desgaste de las llantas para asegurarte de que estén en buen estado.",Delantera: 25 PSI. Trasera sin pasajero: 28 PSI. Trasera con pasajero: 32 PSI.,"banda elástica para evitar que se caiga. Trasera Sólo 28 psi
• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi
kit de primeros auxilios.
Recuerde verificar el indicador de desgaste
de las llantas, este le informa si la llanta es
apta o no para la conducción.
. 21 .

banda elástica para evitar que se caiga. Trasera Sólo 28 psi
• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi
kit de primeros auxilios.
de las llantas, este le informa si la llanta es
apta o no para l..."
que tipos de frenos tiene la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,The score is 1.00 because it accurately answered the question about the types of brakes a motorcycle has.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"La Bajaj Boxer CT100 KS cuenta con frenos delanteros y traseros de tipo tambor, específicamente:

- Frenos delanteros: Tambor 110 mm
- Frenos traseros: Tambor 110 mm

Estos frenos están diseñados para proporcionar una frenada segura y eficiente en diferentes condiciones de conducción. Si necesitas más información sobre el funcionamiento o mantenimiento de estos frenos, no dudes en preguntar.","Frenos de tambor adelante y atrás, ambos de 110 mm.","Tablas:
Desplazamiento -102 cc
EN ESPAÑOL
Tipo de motor -4 tiempos, monocilíndrico, SOHC
Potencia máxima -7.59 Ps @ 7500 rpm
Home / Bikes / Boxer Ct 100 Ks
Par máximo -8.24 Nm @ 5500 rpm
Frenos y neumáticos
Frenos delanteros -Tambor 110 mm
Neumáticos delanteros -2.75-17, tipo de tubo 41P
Frenos traseros -Tambor 110 mm
Neumáticos traseros -3.00-17, tipo de tubo 50P
Electricidad
Batería -12 V, 3 Ah MF
Faros -12V 35/35 W
Vehículo
Tanque de combustible -10,5 L
Distancia al suelo -169 milímetros
Peso..."
como hago el despegue o asentamiento del motor,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.8333333333333334,"The score is 0.83 because although the response correctly answers the question about how to take off or land a motor, it also includes an irrelevant statement about further questions and information, which was not requested.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0,"The contextual precision score is 0.00 because the nodes ranked first (1st) and second (2nd) do not provide relevant information about the takeoff or settling of the motor, as they discuss a motorcycle model's specifications, colors, price, dimensions, and performance features. In contrast, the third node (3rd) does not address the input at all.","Para arrancar el motor de la Bajaj Boxer CT100 KS, debes seguir los siguientes pasos:

1. Asegúrate de que el freno de mano esté activado y la moto esté en punto muerto.
2. Coloca el pedal de arranque en la posición de arranque.
3. Presiona el pedal de arranque hacia abajo con el pie hasta que el motor arranque.

Es importante mencionar que la Bajaj Boxer CT100 KS cuenta con un sistema de arranque por pedal, según la información proporcionada en el contexto. No tiene un sistema de arranque eléctrico, por lo que es necesario utilizar el pedal de arranque para iniciar el motor.

Recuerda siempre seguir las instrucciones del manual del propietario y tomar las precauciones necesarias al arrancar y conducir la moto. Si tienes alguna otra pregunta o necesitas más información, no dudes en preguntar.",Evitar acelerones y frenadas bruscas durante los primeros 2.000 km. Seguir los límites de velocidad por marcha.,"BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo.
SELECCIONA EL COLOR:
¡Dale un giro a tu próxima moto Bajaj!
Boxer CT100 KS
PRECI
VER AHORRO
O Cotizar $
*Modelo 2026. Precio referencial y
VIGENTE
$5.899.
sujeto a cambios.
Cotizar $ Crédito $ *Aplican términos y 000
Crédito $
condiciones.

Tablas:
BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo...."
cuanto tiempo dura la garantía de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,"The score is 0.00 because the output does not address the specific question about the duration of the warranty for the moto, instead providing irrelevant statements.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0,The contextual precision score is 0.00 because the first-ranked node (node 1) contains no information relevant to the question about the warranty duration of a motorcycle.,"La información sobre la garantía de la Bajaj Boxer CT100 KS no se encuentra en el contexto proporcionado. No hay detalles específicos sobre la duración de la garantía en el texto o las tablas proporcionadas. Si necesitas información precisa sobre la garantía, te recomiendo consultar el manual del propietario o contactar directamente con el fabricante o un concesionario autorizado de Bajaj.","12 meses o 20.000 kilómetros, lo que ocurra primero.","DESCUBRE MOTOS SIMILARES
SIMILARESAESTAMOTO
Ver todas 5
44 55
BOXER S BOXER CT100 ES
Ver más Ver más
Boxer CT100 KS
PRECI
VER AHORRO
O Cotizar $
*Modelo 2026. Precio referencial y
VIGENTE
$5.899.
sujeto a cambios.
Cotizar $ Crédito $ *Aplican términos y 000
Crédito $
condiciones.

BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo.
SELECCIONA EL COLOR:
¡Dale un giro a tu próxima moto Bajaj!
Boxer CT100 KS
PRECI
VER AHORRO
..."
cuanto es la emisión de gases de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,"The score is 0.00 because the actual output does not provide direct information about the emission of gases from the motorcycle, which was the original input.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"La información sobre la emisión de gases de la Bajaj Boxer CT100 KS no se encuentra en el contexto proporcionado. No hay detalles específicos sobre la emisión de gases en el texto o las tablas proporcionadas. Si necesitas información precisa sobre la emisión de gases, te recomiendo consultar el manual del propietario o contactar directamente con el fabricante o un concesionario autorizado de Bajaj.","la moto cumple con la Ley 1972 de Julio de 2019, que regula los niveles de emisión de gases contaminantes en Colombia. Los niveles máximos permitidos para gases contaminantes en Colombia son: Monóxido de Carbono (CO): máximo 4.5%. Hidrocarburos (HC): máximo 2000 ppm.","BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo.
SELECCIONA EL COLOR:
¡Dale un giro a tu próxima moto Bajaj!
Boxer CT100 KS
PRECI
VER AHORRO
O Cotizar $
*Modelo 2026. Precio referencial y
VIGENTE
$5.899.
sujeto a cambios.
Cotizar $ Crédito $ *Aplican términos y 000
Crédito $
condiciones.

Tablas:
BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo...."
cuantos kilómetros hace por galón,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,The score is 1.00 because it directly answers the question about converting miles per gallon to kilometers per liter.,0.0,The score is 0.00 because 'El manual no lo especifica' cannot be found in the retrieval context.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"La Bajaj Boxer CT100 KS tiene una eficiencia de combustible de 55 kmpl, lo que significa que puede recorrer aproximadamente 55 kilómetros por litro de combustible. Con un tanque de combustible de 10,5 litros, puede recorrer alrededor de 577,5 kilómetros con un tanque lleno. Esto se traduce en una excelente eficiencia de combustible para una motocicleta de su clase.",El manual no lo especifica.,"EN ESPAÑOL
Home / Bikes / Boxer Ct 100 Ks
BOXER CT 100 KS
KNOW MORE
Funciones
Rendimiento
Potencia líder en su clase
Motor de 4 tiempos refrigerado por aire
natural
Conduzca con la promesa de la mejor
eficiencia de combustible de su clase de
55 kmpl*, es decir, aproximadamente
más de 500 km con el tanque lleno.
Fiabilidad garantizada
Fiabilidad día tras día, con el músculo
para conquistar los desafíos y el
rendimiento para traspasar las fronteras.

Tablas:
BOXER CT 100 KS
KNOW MORE
Funciones
Ren..."
cual es la relación de transmisión de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,The score is 1.00 because it accurately answered the question about the transmission of a motorcycle.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0,The contextual precision score is 0.00 because the node ranked first does not provide information about the transmission of the motorcycle.,"La Bajaj Boxer CT100 KS cuenta con una transmisión de 4 velocidades. Esta transmisión está diseñada para proporcionar una conducción suave y eficiente en diferentes condiciones de manejo. La información técnica específica sobre la relación de transmisión no se encuentra en el contexto proporcionado, pero se menciona que la moto tiene una transmisión de 4 velocidades y un embrague multi-disco bañado en aceite.",No se especifica en el manual,"BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo.
SELECCIONA EL COLOR:
¡Dale un giro a tu próxima moto Bajaj!
Boxer CT100 KS
PRECI
VER AHORRO
O Cotizar $
*Modelo 2026. Precio referencial y
VIGENTE
$5.899.
sujeto a cambios.
Cotizar $ Crédito $ *Aplican términos y 000
Crédito $
condiciones.

Tablas:
BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo...."
cual es el cilindraje de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 because it accurately answers the question about the engine displacement of a motorcycle, although a more detailed response with unit (cc) might have been appreciated.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The contextual precision score is 1.00 because all 'yes' verdict nodes are ranked first in the retrieval contexts, and there are no 'no' verdict nodes with a higher rank.",El cilindraje de la Bajaj Boxer CT100 KS es de 102 cc. Esta información se encuentra en la sección de especificaciones técnicas de la motocicleta.,el cilindraje de la moto es de 102 cc.,"BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo.
SELECCIONA EL COLOR:
¡Dale un giro a tu próxima moto Bajaj!
Boxer CT100 KS
PRECI
VER AHORRO
O Cotizar $
*Modelo 2026. Precio referencial y
VIGENTE
$5.899.
sujeto a cambios.
Cotizar $ Crédito $ *Aplican términos y 000
Crédito $
condiciones.

Tablas:
BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo...."
cual es la viscosidad del aceite de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.3333333333333333,"The score is 0.33 because it did not provide specific information about the viscosity of motorcycle oil, which was requested in the input.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0,"The contextual precision score is 0.00 because both irrelevant nodes (rank 1 and rank 2) are discussing topics unrelated to the motorcycle oil viscosity, which should be ranked higher than these discussions in the retrieval contexts.","La información sobre la viscosidad del aceite recomendado para la Bajaj Boxer CT100 KS no se encuentra en el contexto proporcionado. No hay detalles específicos sobre la viscosidad del aceite en el texto o las tablas proporcionadas. Si necesitas información precisa sobre la viscosidad del aceite, te recomiendo consultar el manual del propietario o contactar directamente con el fabricante o un concesionario autorizado de Bajaj.","SAE 20W-50 o 10W-30, API SL, JASO MA.","BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo.
SELECCIONA EL COLOR:
¡Dale un giro a tu próxima moto Bajaj!
Boxer CT100 KS
PRECI
VER AHORRO
O Cotizar $
*Modelo 2026. Precio referencial y
VIGENTE
$5.899.
sujeto a cambios.
Cotizar $ Crédito $ *Aplican términos y 000
Crédito $
condiciones.

Tablas:
BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo...."
que tipo de llantas usa la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.6666666666666666,"The score is 0.67 because the actual output does not provide the type of tires used by the motorcycle, which was the focus of your question.",1.0,"The score is 1.00 because both sentences in the expected output correspond perfectly with the relevant data found in the retrieval context, specifically in the second table under 'BOXER CT100 KS' and row 'LAPROPIAPA’AHORRAR', detailing the front (41P) and rear tire size (50P) of the motorcycle.",0,"The contextual precision score is 0.00 because none of the presented nodes (ranked from 1 to 7) contain direct information about the type of tires used by a motorcycle, as they discuss topics such as product models, color selection, credit options, tables of features, competitors, and URLs.","La información sobre el tipo de llantas que utiliza la Bajaj Boxer CT100 KS no se encuentra en el contexto proporcionado. Sin embargo, se menciona la presión de las llantas, que es de 28 psi para la llanta trasera solo y 32 psi para la llanta trasera con pasajero. No hay detalles específicos sobre el tipo o las características de las llantas en el texto o las tablas proporcionadas. Si necesitas información precisa sobre las llantas, te recomiendo consultar el manual del propietario o contactar directamente con el fabricante o un concesionario autorizado de Bajaj.","Delantera: 2.75-17, 41P (tubetype). Trasera: 3.00-17, 50P (tubetype).","BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo.
SELECCIONA EL COLOR:
¡Dale un giro a tu próxima moto Bajaj!
Boxer CT100 KS
PRECI
VER AHORRO
O Cotizar $
*Modelo 2026. Precio referencial y
VIGENTE
$5.899.
sujeto a cambios.
Cotizar $ Crédito $ *Aplican términos y 000
Crédito $
condiciones.

Tablas:
BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo...."
cada cuanto debo revisar las bujías,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,"The score is 0.00 because the actual output does not provide specific information about how often to check the spark plugs for a Bajaj Boxer CT100 KS model, as asked in the input.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0,"The contextual precision score is 0.00 because the relevant nodes regarding spark plug maintenance are ranked lower than irrelevant nodes like 'Boxer CT100 KS' and 'LAPROPIAPA’AHORRAR', which do not provide information on when the spark plugs should be checked, and 'Cada 5.000 km o antes si es necesario.', which refers to fuel efficiency instead of spark plug maintenance.","La información sobre la frecuencia de revisión de las bujías de la Bajaj Boxer CT100 KS no se encuentra en el contexto proporcionado. No hay detalles específicos sobre el mantenimiento de las bujías en el texto o las tablas proporcionadas. Si necesitas información precisa sobre la revisión de las bujías, te recomiendo consultar el manual del propietario o contactar directamente con el fabricante o un concesionario autorizado de Bajaj.",Cada 5.000 km o antes si es necesario.,"BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo.
SELECCIONA EL COLOR:
¡Dale un giro a tu próxima moto Bajaj!
Boxer CT100 KS
PRECI
VER AHORRO
O Cotizar $
*Modelo 2026. Precio referencial y
VIGENTE
$5.899.
sujeto a cambios.
Cotizar $ Crédito $ *Aplican términos y 000
Crédito $
condiciones.

Tablas:
BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo...."
cuanto pesa de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1,"The score is 1.00 as the response provided, 'La respuesta es: 75 kg', directly answers the question 'cuanto pesa de la moto' (how much does a motorcycle weigh) without any irrelevant statements.",0.5,"The score is 0.50 because while 'la moto' matches with 'motocicleta' in the retrieval context, the context does not provide specific information about its weight as indicated by the absence of 'pesa 109 kg.' or a similar statement.",0,"The contextual precision score is 0.00 because the most relevant node (rank 1) does not contain any information related to the input 'cuanto pesa de la moto' (how much does the motorcycle weigh). Additionally, the second node (rank 2) contains details about a specific model but does not provide weight information.","La información sobre el peso de la Bajaj Boxer CT100 KS no se encuentra en el contexto proporcionado. No hay detalles específicos sobre el peso de la motocicleta en el texto o las tablas proporcionadas. Si necesitas información precisa sobre el peso, te recomiendo consultar el manual del propietario o contactar directamente con el fabricante o un concesionario autorizado de Bajaj.",la moto pesa 109 kg.,"Ver más contenido…
*Las imágenes y videos mostrados en este sitio son de referencia. Determinadas
características de las motocicletas pueden variar con respecto al modelo y versión
presentada.
Boxer CT100 KS
PRECI
VER AHORRO
O Cotizar $
*Modelo 2026. Precio referencial y
VIGENTE
$5.899.
sujeto a cambios.
Cotizar $ Crédito $ *Aplican términos y 000
Crédito $
condiciones.

Tablas:
Ver más contenido…
*Las imágenes y videos mostrados en este sitio son de referencia. Determinadas
características de l..."
como revisar el nivel de aceite,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.8888888888888888,"The score is 0.89 because while the response provides information about checking the oil level, it includes an unnecessary detail about changing the oil every 5,000 km, which is a maintenance recommendation and not directly relevant to checking the oil level.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The contextual precision score is 1.00 because all relevant nodes (ranked 1 and 2) are ranked higher than irrelevant nodes (ranked 3, 4). The first relevant node provides a method for placing the motorcycle on a flat surface to check the oil level, while the second node details steps for checking and adding oil if necessary. These nodes are directly related to the input about checking the oil level in a motorcycle.","Para revisar el nivel de aceite de la Bajaj Boxer CT100 KS, debes seguir los siguientes pasos:

1. Estaciona la motocicleta en una superficie plana.
2. Extraiga el tapón medidor de aceite y límpielo.
3. Inserte el tapón medidor hasta el punto sin roscar.
4. Retire de nuevo el tapón y verifique que el nivel de aceite esté entre las marcas C (nivel superior) y D (nivel inferior).

Es importante mantener el nivel de aceite entre estos límites y realizar el cambio de aceite cada 5.000 km. Recuerda que el motor debe estar frío al medir el nivel de aceite. Si necesitas agregar aceite, asegúrate de utilizar el aceite recomendado para la motocicleta.","Colocar la moto en una superficie plana con el motor frío, extraer el tapon medidor de aceite y limpiarlo, insertar el tapon medidor hata el punto R sin roscar, retirar de nuevo el tapon y verificar que el niver de aceite este entre las marcas C y D, adicione aceite de ser necesario.","ACEITE DE MOTOR
Verificación diaria del nivel de aceite
Mantenga siempre el nivel de aceite entre los niveles bajo y alto,
cuando el nivel de aceite esté llegando al nivel bajo (D), indicado
en la imagen, debe proceder a completar hasta el nivel máximo (C)
con aceite recomendado, sin sobrepasar el nivel máximo. A
1. Estacione la motocicleta en una superficie plana
B
2. Extraiga el tapón medidor de aceite y límpielo.
C
3. Inserte tapón medidor hasta el punto R sin roscar. D
4. Retire de nuevo el ..."
como cambiar un fusible,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.75,"The score is 0.75 because it does not directly address the specific model of the vehicle (Bajaj Boxer CT100 KS) as requested in the input ('como cambiar un fusible'). However, the information provided about changing a fuse is relevant to the question, contributing to the score.",1.0,"The score is 1.00 because all the details related to the expected output, 'El manual no describe el procedimiento para cambio de fusibles' (The manual does not describe the procedure for changing fuses), are either directly mentioned or can be inferred from the provided retrieval context.",0.3666666666666667,"The contextual precision score is 0.37 because the irrelevant nodes (1, 2) are ranked higher than the relevant nodes (3, 5). The node with information about the motor's design was ranked lower than nodes without relevant content, which should be reversed to improve precision.","La información sobre cómo cambiar un fusible en la Bajaj Boxer CT100 KS no se encuentra en el contexto proporcionado. Sin embargo, puedo decirte que la moto cuenta con una batería de 12 V, 3 Ah MF y faros de 12V 35/35 W, lo que sugiere que el sistema eléctrico de la moto utiliza fusibles para proteger los componentes electrónicos.

Si necesitas cambiar un fusible, te recomiendo consultar el manual del propietario o contactar directamente con el fabricante o un concesionario autorizado de Bajaj para obtener instrucciones específicas y evitar dañar el sistema eléctrico de la moto. Es importante seguir las instrucciones del fabricante para asegurarte de que el proceso se realice de manera segura y efectiva.",El manual no describe el procedimiento para cambio de fusibles.,"Desplazamiento -102 cc
EN ESPAÑOL
Tipo de motor -4 tiempos, monocilíndrico, SOHC
Potencia máxima -7.59 Ps @ 7500 rpm
Home / Bikes / Boxer Ct 100 Ks
Par máximo -8.24 Nm @ 5500 rpm
Frenos y neumáticos
Frenos delanteros -Tambor 110 mm
Neumáticos delanteros -2.75-17, tipo de tubo 41P
Frenos traseros -Tambor 110 mm
Neumáticos traseros -3.00-17, tipo de tubo 50P
Electricidad
Batería -12 V, 3 Ah MF
Faros -12V 35/35 W
Vehículo
Tanque de combustible -10,5 L
Distancia al suelo -169 milímetros
Peso en vací..."
que herramientas trae la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1,"The score is 1.00 because it perfectly addresses the question, correctly identifying that a motorcycle brings tools.",1.0,"The score is 1.00 because all the information in the expected output ('Trae un kit básico de herramientas ubicado junto a la batería') can be found implicitly in the last paragraph of the retrieval context (Tool Kit included, though not explicitly stated as 'basic' or 'located near the battery').",0,"The contextual precision score is 0.00 because none of the top-ranked nodes (nodes 1-5) provide information about tools that come with the motorbike, as requested in the input.
For example, node 1 discusses the motorbike model Boxer CT100 KS but does not mention any tools, and node 2 refers to the characteristics of the motorbike, not the equipment provided with it.","La información sobre las herramientas que vienen incluidas con la Bajaj Boxer CT100 KS no se encuentra en el contexto proporcionado. No hay detalles específicos sobre las herramientas incluidas en el texto o las tablas proporcionadas. Si necesitas información precisa sobre las herramientas, te recomiendo consultar el manual del propietario o contactar directamente con el fabricante o un concesionario autorizado de Bajaj.",Trae un kit básico de herramientas ubicado junto a la batería.,"BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo.
SELECCIONA EL COLOR:
¡Dale un giro a tu próxima moto Bajaj!
Boxer CT100 KS
PRECI
VER AHORRO
O Cotizar $
*Modelo 2026. Precio referencial y
VIGENTE
$5.899.
sujeto a cambios.
Cotizar $ Crédito $ *Aplican términos y 000
Crédito $
condiciones.

Tablas:
BOXER CT100 KS
LAPROPIAPA’AHORRAR
Con la Boxer CT100 KS descubre la combinación perfecta de economía,
confiabilidad y estilo...."
que tipo de encendido tiene la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.6666666666666666,"The score is 0.67 because while the actual output discusses a traditional starting process, it does not explicitly mention or confirm the type of ignition system for the motorcycle as asked in the input.",1.0,"The score is 1.00 because the sentence 'tiene encendido por pedal.' directly correlates with the information provided in the 2nd node of the retrieval context, specifically 'Oprima la palanca del embrague.', indicating a perfect match.",0.5,"The contextual precision score is 0.50 because even though the relevant node (node 2) is ranked higher than some irrelevant nodes (node 1), the ranking of other irrelevant nodes (for example, nodes that discuss unrelated topics such as motorcycle maintenance or its history) could be improved to further enhance the precision.","La Bajaj Boxer CT100 KS utiliza un sistema de encendido convencional, que implica el uso de una bujía para encender la mezcla de aire y combustible en el cilindro. El proceso de encendido se describe en el manual como sigue: se coloca la llave de gasolina en ON o RES, se coloca el interruptor de encendido en posición ON, se confirma que la transmisión está en neutral, se utiliza el ahogador durante el primer encendido o en mañanas frías, y se mantiene el acelerador cerrado mientras se acciona el pedal de arranque con el pie. No se proporciona información específica sobre el tipo de encendido electrónico o cualquier tecnología avanzada en el contexto proporcionado.",tiene encendido por pedal.,"• Salga temprano para llegar a su destino pastillas de freno.
de manera segura. • Revise la tensión de la cadena de 20 a 30 mm y
• Lleve siempre los documentos de la motocicleta que esté bien lubricada.
vigentes y una licencia válida de conducción. • Funcionamiento de todas las luces y bocina.
• Evite manejar sobre arena suelta o piedras, • Movimiento suave de la dirección sin restricciones.
donde el vehículo podría patinar. • Juego libre en la palanca de embrague de 2 a 3 mm.
• Sujete adecuadam..."
