question,faithfulness_score,faithfulness_reason,answer_relevancy_score,answer_relevancy_reason,contextual_recall_score,contextual_recall_reason,contextual_precision_score,contextual_precision_reason,answer,ground_truth,contexts
que tan alta es la moto,1.0,The faithfulness score is 1.00 because there are no contradictions found between the actual output and the retrieval context.,0.0,"The score is 0.00 because it does not provide information about the height of the motorcycle, as requested in the input 'que tan alta es la moto' (how tall is the motorcycle).",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"¡Hola! 

Desafortunadamente, la altura de la Bajaj Boxer CT100 KS no está disponible en la información que tengo. 

",Altura total: 1.072 mm.,"Identificación de
la Motocicleta su motocicleta BAJAJ CT-100 ES particular de otros del mismo modelo y el tipo.
El número de VIN se ubica en la parte frontal derecha El número de Motor se ubica en la parte inferior del motor
del chasis, justo en frente del tanque de combustible del lado izquierdo, justo debajo de la palanca de cambios.
. 13 .

Tablas:

Identificación de Los números de Motor y de VIN (Chasis) se utilizan para registrar e identificar la motocicleta
la Motocicleta su motocicleta BA..."
cual es la altura del asiento con respecto al piso,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,The score is 1.00 because it correctly answered the question about the seat height with respect to the floor.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"¡Hola!  

La altura del asiento de la Bajaj Boxer CT100 KS es de 784 mm. 
",Altura del asiento: 784 mm.,"banda elástica para evitar que se caiga. Trasera Sólo 28 psi
• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi
kit de primeros auxilios.
Recuerde verificar el indicador de desgaste
de las llantas, este le informa si la llanta es
apta o no para la conducción.
. 21 .

banda elástica para evitar que se caiga. Trasera Sólo 28 psi
• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi
kit de primeros auxilios.
de las llantas, este le informa si la llanta es
apta o no para l..."
cual es la presión de las llantas,0.6666666666666666,"The faithfulness score is 0.67 because the actual output provides tire pressure details for the rear wheel of Bajaj Boxer CT100 KS when it's alone, whereas the retrieval context does not specify such information in this scenario.",1.0,"The score is 1.00 as the response provided directly answers the question about tire pressure, with no irrelevant statements present.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"Para la Bajaj Boxer CT100 KS, la presión recomendada para las llantas es de 28 psi para la trasera cuando va solo. Si vas con pasajero, la presión debe ser de 32 psi. 



",Delantera: 25 PSI. Trasera sin pasajero: 28 PSI. Trasera con pasajero: 32 PSI.,"banda elástica para evitar que se caiga. Trasera Sólo 28 psi
• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi
kit de primeros auxilios.
Recuerde verificar el indicador de desgaste
de las llantas, este le informa si la llanta es
apta o no para la conducción.
. 21 .

banda elástica para evitar que se caiga. Trasera Sólo 28 psi
• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi
kit de primeros auxilios.
de las llantas, este le informa si la llanta es
apta o no para l..."
que tipos de frenos tiene la moto,0.5,"The score is 0.50 because the actual output includes specific details about the brakes of the La Bajaj Boxer CT100 KS, which are not mentioned in the retrieval context.",1.0,"The score is 1.00 because it correctly answered the question about types of brakes for a motorcycle, however, it could provide additional information or context to make the response more engaging and informative.",1.0,"The score is 1.00 because all the information in the expected output, specifically 'Frenos de tambor adelante y atrás, ambos de 110 mm.', can be found in the retrieval context.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"La Bajaj Boxer CT100 KS tiene frenos de tambor tanto en la rueda delantera como en la trasera. 
","Frenos de tambor adelante y atrás, ambos de 110 mm.","• Salga temprano para llegar a su destino pastillas de freno.
de manera segura. • Revise la tensión de la cadena de 20 a 30 mm y
• Lleve siempre los documentos de la motocicleta que esté bien lubricada.
vigentes y una licencia válida de conducción. • Funcionamiento de todas las luces y bocina.
• Evite manejar sobre arena suelta o piedras, • Movimiento suave de la dirección sin restricciones.
donde el vehículo podría patinar. • Juego libre en la palanca de embrague de 2 a 3 mm.
• Sujete adecuadam..."
como hago el despegue o asentamiento del motor,0.0,"Error: 1 validation error for FaithfulnessVerdict
verdict
  Field required [type=missing, input_value={'verditc': 'idk'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.11/v/missing",1.0,The score is 1.00 because it accurately addresses and answers the user's question about 'how to make the takeoff or settling of the engine.',1.0,The score is 1.00 as both sentences in the Expected Output align well with the information provided in the Retrieval Context.,0,"The contextual precision score is 0.00 because all nodes in the retrieval contexts, starting from rank 1 to 6, do not provide information directly related to 'como hago el despegue o asentamiento del motor' (how to take off or settle the engine), hence they are ranked lower than relevant nodes.","Para el despegue o asentamiento del motor de la Bajaj Boxer CT100 KS,  te recomiendo dejar el motor en ralentí por 1 minuto inmediatamente después de encenderlo. Esto permitirá que el motor se lubrique internamente y se estabilice. 



",Evitar acelerones y frenadas bruscas durante los primeros 2.000 km. Seguir los límites de velocidad por marcha.,"FILTRO DE ACEITE (PAPEL):
inmediatamente después de haber encendido el
motor. Deje el motor en ralentí por 1 minuto para
• Se localiza en la cubierta del embrague. permitir que el motor se lubrique internamente.
• Se debe reemplazar periódicamente acudiendo
a un centro de servicio autorizado según el
cuadro de mantenimiento.
. 23 .

Tanque de Combustible
Grifo de combustible
El grifo de combustible se encarga de controlar el flujo de combustible
desde el tanque hasta el carburador, este tiene 3 ..."
cuanto tiempo dura la garantía de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,The score is 1.00 because it correctly answered the question 'How long is the warranty for a motorcycle?'.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The contextual precision score is 1.00 because all 'yes' verdicts are ranked first, before any 'no' verdicts in the retrieval contexts. The relevant node (rank 1) directly answers the question about the duration of the warranty for the motorcycle.","La garantía de la Bajaj Boxer CT100 KS es de 20.000 kilómetros o 12 meses, lo primero que ocurra.  
","12 meses o 20.000 kilómetros, lo que ocurra primero.","servicio y derechos relacionados con la garantía.
Además los Centros de Servicio UMA le garantizan calidad en
Recordamos que el período de la garantía original de la el servicio, historial de su motocicleta consolidado, técnicos
motocicleta es de 20.000 Km o 12 meses, lo primero que ocurra; entrenados en las tecnologías BAJAJ, respaldo de
además se aclara que la garantía es el derecho que tiene ante BAJAJ en todo momento.
cualquier defecto de manufactura o ensamble de su producto.
.. 4411 ..

Al..."
cuanto es la emisión de gases de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,The score is 1.00 because it directly addresses the question 'cuanto es la emisión de gases de la moto' by providing an answer to the amount of emissions produced by a motorcycle.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"La Bajaj Boxer CT100 KS cumple con la Ley 1972 de 2019 sobre emisiones de gases contaminantes.  

Los niveles máximos permitidos para el monóxido de carbono (CO) son del 4.5%. 
","la moto cumple con la Ley 1972 de Julio de 2019, que regula los niveles de emisión de gases contaminantes en Colombia. Los niveles máximos permitidos para gases contaminantes en Colombia son: Monóxido de Carbono (CO): máximo 4.5%. Hidrocarburos (HC): máximo 2000 ppm.","EMISIÓN DE GASES:
Ley 1972 de Julio de 2019 expedida Todas las motocicleta BAJAJ cuentan con Los CDA o Centros de Diagnostico
por el Ministerio de Ambiente, Vivienda y Automotriz son las encargados de realizar
Desarrollo Territorial, es la norma en cual en la ley 1972, donde cumplimos las inspecciones técnico mecánicas para
medir los niveles de gases contaminantes.
de agentes contaminantes que emiten entrega por primera vez con la motocicleta Esta revisión en las motocicletas se debe
las fuentes..."
cuantos kilómetros hace por galón,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,"The score is 0.00 because it doesn't address the question 'cuantos kilómetros hace por galón', which asks for fuel consumption (kilometers per liter). The output did not provide this information.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0,"The contextual precision score is 0.00 because the top-ranked nodes do not provide relevant information regarding 'cuantos kilómetros hace por galón'. The first node discusses fuel tank capacity, the second node talks about alloy wheels, and the third node provides information on battery warranties, none of which are related to the requested topic.","Desafortunadamente, la información sobre el consumo de combustible (kilómetros por galón) de la Bajaj Boxer CT100 KS no está disponible en el contexto que me has proporcionado. 



",El manual no lo especifica.,"Grifo de combustible
desde el tanque hasta el carburador, este tiene 3 posiciones.
ON:
cantidad sea mayor a 1,2 litros, cuando la cantidad sea
menor a la mencionada la motocicleta se apagará.
Tapa del tanque de combustible
Para abrir la tapa del depósito de combustible, inserte
RES:
la llave en la cerradura y gírela hacia la derecha y
es menor a 1,2 litros, debe abastecer combustible lo
levante la tapa del tanque de combustible.
antes posible.
La tapa se cierra empujándola hacia abajo.
OFF:
. 17..."
cual es la relación de transmisión de la moto,1.0,The faithfulness score is 1.00 because there are no contradictions found between the actual output and the retrieval context.,0.0,"The score is 0.00 because the output does not provide the requested information about the transmission ratio of the motorcycle (cual es la relación de transmisión de la moto), and instead mentions a different vehicle, the Bajaj Boxer CT100 KS.",0.8,The score is 0.80 because only 4 out of 10 sentences in the expected output can be found in the retrieval context.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"Desafortunadamente, la información sobre la relación de transmisión de la Bajaj Boxer CT100 KS no está disponible en el contexto que me has proporcionado. 

",No se especifica en el manual,"PREGUNTAS FRECUENTES
¿Porqué son importantes • Son los que garantizan la calidad, seguridad e idoneidad de la motocicleta. En esos
las revisiones de mantenimientos realizamos ajustes a diferentes sistemas de la motocicleta y además
mantenimiento preventivo? recomendamos el cambio de algunas partes debido al desgaste normal por el uso
frecuente, el cambio de estas no corresponden a fallas en la motocicleta, por el
Para resumir son dos los factores que
hacen que los mantenimiento preventivos
sean ..."
cual es el cilindraje de la moto,1.0,The faithfulness score is 1.00 because there are no apparent contradictions found between the actual output and the retrieval context.,0.0,The score is 0.00 because it does not provide any relevant information about the cylinder capacity of the motorcycle.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0,"The contextual precision score is 0.00 because all the top-ranked nodes do not directly provide information about the motorcycle's cylinder capacity, including 'Identificación de la Motocicleta', 'Encendido del motor: Arranque', and contexts discussing fuel tank, changing gears, which are ranked higher than the node with relevant information.","El cilindraje de la Bajaj Boxer CT100 KS no está disponible en la información que tengo. 

",el cilindraje de la moto es de 102 cc.,"Identificación de
la Motocicleta su motocicleta BAJAJ CT-100 ES particular de otros del mismo modelo y el tipo.
El número de VIN se ubica en la parte frontal derecha El número de Motor se ubica en la parte inferior del motor
del chasis, justo en frente del tanque de combustible del lado izquierdo, justo debajo de la palanca de cambios.
. 13 .

Tablas:

Identificación de Los números de Motor y de VIN (Chasis) se utilizan para registrar e identificar la motocicleta
la Motocicleta su motocicleta BA..."
cual es la viscosidad del aceite de la moto,0.0,"Error: 1 validation error for FaithfulnessVerdict
verdict
  Field required [type=missing, input_value={'verdit': 'idk'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.11/v/missing",1.0,The score is 1.00 because it accurately addresses and answers the question about the motor oil viscosity.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.8055555555555555,"The contextual precision score is 0.81 because the relevant nodes (ranked 1, 3, and 4) are ranked higher than the irrelevant nodes (ranked 2 and 5). The first node provides direct information about the recommended engine oil viscosity (SAE 20W-50 or 10W-30), while the third and fourth nodes discuss the importance of checking the oil level and the acceptable range for the oil level in the chain, respectively. On the other hand, the second and fifth nodes do not provide any relevant information about the viscosity of the motor oil.","Desafortunadamente, la viscosidad del aceite recomendada para la Bajaj Boxer CT100 KS no está disponible en la información que tengo. 

","SAE 20W-50 o 10W-30, API SL, JASO MA.","un desgaste acelerado del kit de arrastre. de cambio de aceite para dar una larga vida a los componentes del motor.
Lubrique la cadena por lo menos cada 500 km si usa Para más detalles consulte cuadro de mantenimiento periódico.
la motocicleta en zonas muy húmedas o polvorientas.
. 22 .

ACEITE DE MOTOR
Verificación diaria del nivel de aceite
Mantenga siempre el nivel de aceite entre los niveles bajo y alto,
cuando el nivel de aceite esté llegando al nivel bajo (D), indicado
en la imagen, debe p..."
que tipo de llantas usa la moto,1.0,The faithfulness score is 1.00 because there are no contradictions found between the actual output and the retrieval context.,0.0,"The score is 0.00 because it doesn't directly address the question 'que tipo de llantas usa la moto', instead discussing something not related to the type of tires used by the motorcycle.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"Desafortunadamente, el tipo de llantas que usa la Bajaj Boxer CT100 KS no está disponible en la información que tengo. 
","Delantera: 2.75-17, 41P (tubetype). Trasera: 3.00-17, 50P (tubetype).","ANTES DE Asegúrese de que se encuentra física y mentalmente apto para conducir su motocicleta,
CONDUCIR sin haber consumido alcohol ni drogas. Compruebe que tanto usted como su pasajero
utilizan cascos para motocicletas y elementos protectores debidamente homologados por
las normativas locales. Indique al pasajero que se agarre a la correa del asiento o a su
cintura, que se incline con usted en las curvas y que mantenga los pies en los reposapiés,
incluso cuando usted se detenga.
CONOZCA Y DOMIN..."
cada cuanto debo revisar las bujías,1.0,The faithfulness score is 1.00 because there are no contradictions found between the actual output and the retrieval context.,0.0,"The score is 0.00 because the output does not provide information relevant to how often spark plugs should be checked for a Bajaj Boxer CT100 KS, as specified in the input.",1.0,"The score is 1.00 because the recommended interval for oil change, 'Cada 5.000 km o antes si es necesario', is directly found in the retrieval context at node 1.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"Desafortunadamente, la información sobre la frecuencia de revisión de las bujías de la Bajaj Boxer CT100 KS no está disponible en el contexto que me has proporcionado. 
",Cada 5.000 km o antes si es necesario.,"Insumos y
Servicio Mano de Obra
Repuestos
Revisión de 500 - 750 km - Primeros 15 a 30 días Gratuita
Para ayudarte a cumplir
Revisión de 5.000 - 5.500 km o al tercer mes Gratuita
con esto Bajaj como
Revisión de 10.000 - 10.500 km o al sexto mes Gratuita
cortesía te otorga la Mano
de Obra Gratuita en las Revisión de 15.000 - 15.500 km o al noveno mes Paga el cliente
siguientes revisiones: Revisión de 20.000- 20.500 km o al doceavo mes Paga el cliente Paga el Cliente
Revisión de 25.000 - 25.500 km ..."
cuanto pesa de la moto,1.0,The faithfulness score is 1.00 because there are no contradictions between the actual output and the retrieval context.,0.0,The score is 0.00 because it doesn't provide the weight of the specific motorcycle mentioned in the input.,0.0,The score is 0.00 because 'la moto pesa 109 kg.' cannot be found in the retrieval context.,0,"The contextual precision score is 0.00 because all retrieved nodes do not provide information about the weight of a specific motorcycle, with the first node being about the weight of 109 kg which does not correspond to any specific motorcycle in the question.","Desafortunadamente, el peso de la Bajaj Boxer CT100 KS no está disponible en la información que tengo. 

",la moto pesa 109 kg.,"Ver más contenido…
*Las imágenes y videos mostrados en este sitio son de referencia. Determinadas
características de las motocicletas pueden variar con respecto al modelo y versión
presentada.
Boxer CT100 KS
PRECI
VER AHORRO
O Cotizar $
*Modelo 2026. Precio referencial y
VIGENTE
$5.899.
sujeto a cambios.
Cotizar $ Crédito $ *Aplican términos y 000
Crédito $
condiciones.

Tablas:
Ver más contenido…
*Las imágenes y videos mostrados en este sitio son de referencia. Determinadas
características de l..."
