question,faithfulness_score,faithfulness_reason,answer_relevancy_score,answer_relevancy_reason,contextual_precision_score,contextual_precision_reason,answer,ground_truth,contexts
que tan alta es la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.3333333333333333,"The score is 0.33 because the actual output contains irrelevant statements like ¡Hola!, which are not related to determining the height of the Bajaj Boxer CT100 KS., and one statement that provides a suggestion rather than a direct answer, making it difficult to accurately determine the relevance of the information provided.",0,"The score is 0.00 because the first five nodes in the retrieval context are all irrelevant to the question 'que tan alta es la moto', failing to provide any information about the height of the motorcycle.","¡Hola!

La altura exacta de la Bajaj Boxer CT100 KS no está especificada en los documentos que tengo a la mano. Te recomiendo consultar el manual del propietario o un taller especializado para obtener ese dato preciso.",Altura total: 1.072 mm.,"Identificación de
la Motocicleta su motocicleta BAJAJ CT-100 ES particular de otros del mismo modelo y el tipo.
El número de VIN se ubica en la parte frontal derecha El número de Motor se ubica en la parte inferior del motor
del chasis, justo en frente del tanque de combustible del lado izquierdo, justo debajo de la palanca de cambios.
. 13 .

Tablas:

Identificación de Los números de Motor y de VIN (Chasis) se utilizan para registrar e identificar la motocicleta
la Motocicleta su motocicleta BA..."
cual es la altura del asiento con respecto al piso,0.0,"The score is 0.00 because the actual output incorrectly states the height of the seat, which contradicts the information in the retrieval context that the minimum distance from the floor is only 169 mm, when it should be at least 784 mm according to the claim.",1.0,The score is 1.00 because the answer directly addresses the question and provides relevant information about the height of the seat with respect to the floor.,0,"The score is 0.00 because none of the top-ranked nodes in the retrieval contexts are relevant to the input question about seat height. The first three nodes all have a 'no' verdict, indicating that they do not address the height of the seat with respect to the floor.","¡Hola!

Según la información que tengo, la altura del asiento de la Bajaj Boxer CT100 KS con respecto al piso es de **784 mm**.",Altura del asiento: 784 mm.,"banda elástica para evitar que se caiga. Trasera Sólo 28 psi
• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi
kit de primeros auxilios.
Recuerde verificar el indicador de desgaste
de las llantas, este le informa si la llanta es
apta o no para la conducción.
. 21 .

banda elástica para evitar que se caiga. Trasera Sólo 28 psi
• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi
kit de primeros auxilios.
de las llantas, este le informa si la llanta es
apta o no para l..."
cual es la presión de las llantas,1.0,The score is 1.00 because there are no contradictions found between the actual output and the retrieval context.,0.8,"The score is 0.80 because the model correctly responded with relevant information about tire pressure, but included an irrelevant statement that's a general advice, not directly related to the input.",0.25,"The score is 0.25 because irrelevant nodes (1st, 2nd, and 3rd) only discuss bike design features and a 'banda elástica', which aren't relevant to determining tire pressure, causing them to be ranked lower than the 4th node that actually talks about checking tire pressure.","¡Hola! Con gusto te ayudo con la presión de las llantas de tu Bajaj Boxer CT100 KS.

Según la información que tengo, la presión recomendada es:

*   **Trasera (Solo):** 28 psi
*   **Trasera (Con pasajero):** 32 psi

Recuerda revisar tus llantas regularmente y mantener la presión correcta para un manejo seguro y un buen rendimiento de la motocicleta. Además, no olvides verificar el indicador de desgaste de las llantas para asegurarte de que son aptas para la conducción.",Delantera: 25 PSI. Trasera sin pasajero: 28 PSI. Trasera con pasajero: 32 PSI.,"banda elástica para evitar que se caiga. Trasera Sólo 28 psi
• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi
kit de primeros auxilios.
Recuerde verificar el indicador de desgaste
de las llantas, este le informa si la llanta es
apta o no para la conducción.
. 21 .

banda elástica para evitar que se caiga. Trasera Sólo 28 psi
• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi
kit de primeros auxilios.
de las llantas, este le informa si la llanta es
apta o no para l..."
que tipos de frenos tiene la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.5,"The score is 0.50 because the actual output discusses safe driving practices unrelated to the bike's features, which makes it less relevant to the input question about the types of brakes a motorcycle has.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"¡Hola!

Según la información disponible, la Bajaj Boxer CT100 KS cuenta con frenos tanto delantero como trasero. Para una frenada segura, se recomienda aplicar ambos frenos simultáneamente hasta detenerte por completo, evitando bloquearlos para no patinar.","Frenos de tambor adelante y atrás, ambos de 110 mm.","• Salga temprano para llegar a su destino pastillas de freno.
de manera segura. • Revise la tensión de la cadena de 20 a 30 mm y
• Lleve siempre los documentos de la motocicleta que esté bien lubricada.
vigentes y una licencia válida de conducción. • Funcionamiento de todas las luces y bocina.
• Evite manejar sobre arena suelta o piedras, • Movimiento suave de la dirección sin restricciones.
donde el vehículo podría patinar. • Juego libre en la palanca de embrague de 2 a 3 mm.
• Sujete adecuadam..."
como hago el despegue o asentamiento del motor,0.7142857142857143,"The score is 0.71 because one of the contradictions is a mismatch between the claim and the retrieval context regarding acceleration, while another point highlights an advisory note without a direct contradiction.",0.8333333333333334,"The score is 0.83 because one irrelevant statement was made about regular maintenance, which doesn't specifically address the question of how to perform the 'despegue' or 'asentamiento' (motor settling) on a Bajaj Boxer CT100 KS motorcycle.",0,"The score is 0.00 because all 8 nodes in retrieval contexts are ranked lower than relevant ones, indicating that the contextual precision is zero due to the presence of many irrelevant nodes.","¡Hola!

El ""despegue"" o asentamiento del motor es crucial para la vida útil de tu Bajaj Boxer CT100 KS. Aunque no tengo información específica sobre el proceso de asentamiento en los documentos proporcionados, te recomiendo seguir estas pautas generales para motores nuevos:

1.  **Evita aceleraciones bruscas:** Durante los primeros kilómetros, no aceleres a fondo.
2.  **Varía la velocidad:** No mantengas una velocidad constante por mucho tiempo. Alterna entre diferentes rangos de velocidad.
3.  **No sobrecargues la moto:** Evita llevar pasajeros o cargas pesadas durante el período de asentamiento.
4.  **Mantenimiento:** Realiza los servicios de mantenimiento según lo recomendado en el manual del propietario. Esto incluye el cambio de aceite.

Recuerda que estas son recomendaciones generales. Lo ideal es que consultes el manual del propietario de tu Bajaj Boxer CT100 KS para obtener las instrucciones precisas del fabricante sobre el proceso de asentamiento del motor.",Evitar acelerones y frenadas bruscas durante los primeros 2.000 km. Seguir los límites de velocidad por marcha.,"FILTRO DE ACEITE (PAPEL):
inmediatamente después de haber encendido el
motor. Deje el motor en ralentí por 1 minuto para
• Se localiza en la cubierta del embrague. permitir que el motor se lubrique internamente.
• Se debe reemplazar periódicamente acudiendo
a un centro de servicio autorizado según el
cuadro de mantenimiento.
. 23 .

Tanque de Combustible
Grifo de combustible
El grifo de combustible se encarga de controlar el flujo de combustible
desde el tanque hasta el carburador, este tiene 3 ..."
cuanto tiempo dura la garantía de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.6666666666666666,"The score is 0.67 because although most of the answer addresses the question about the duration of the guarantee, one statement 'This statement is about maintaining the warranty, not the duration of the guarantee.' is irrelevant and distracts from the main topic.",1.0,"The score is 1.00 because all irrelevant nodes are ranked lower than the relevant node (node 1), which is correctly identified as 'yes', ensuring that the retrieval context with a 'no' verdict remains at the bottom of the ranking.","¡Hola! La garantía original de tu Bajaj Boxer CT100 KS es de 20.000 Km o 12 meses, lo que ocurra primero. Recuerda que esta garantía cubre defectos de manufactura o ensamble. Para mantenerla vigente, es importante realizar los mantenimientos preventivos en los Centros de Servicio UMA. ¡Así garantizas la calidad y seguridad de tu moto!","12 meses o 20.000 kilómetros, lo que ocurra primero.","servicio y derechos relacionados con la garantía.
Además los Centros de Servicio UMA le garantizan calidad en
Recordamos que el período de la garantía original de la el servicio, historial de su motocicleta consolidado, técnicos
motocicleta es de 20.000 Km o 12 meses, lo primero que ocurra; entrenados en las tecnologías BAJAJ, respaldo de
además se aclara que la garantía es el derecho que tiene ante BAJAJ en todo momento.
cualquier defecto de manufactura o ensamble de su producto.
.. 4411 ..

Ce..."
cuanto es la emisión de gases de la moto,0.6666666666666666,"The score is 0.67 because the actual output fails to include information about Resolución 910 of 2008, despite this being mentioned in the retrieval context.",1.0,The score is 1.00 because the answer is highly relevant to the input question about the emission of gases from a motorcycle.,1.0,"The score is 1.00 because all irrelevant nodes (nodes 2 and 3) are ranked lower than the relevant node (node 1), which accurately reflects the relevance of each context to the input question 'cuanto es la emisión de gases de la moto'.","¡Hola! Los niveles máximos permitidos de emisión de gases para tu Bajaj Boxer CT100 KS son:

*   **Monóxido de Carbono (CO):** 4.5%
*   **Hidrocarburos (HC):** 2000 partes por millón (ppm)

Recuerda que estos niveles están regulados por la Resolución 910 del 2008 en Colombia. Si los valores de tu moto están por encima de estos límites, te recomiendo que la lleves a un Centro de Servicio Bajaj (C.S.B.) para una inspección. ¡El mantenimiento periódico es clave para mantener los niveles de emisión dentro de lo permitido!","la moto cumple con la Ley 1972 de Julio de 2019, que regula los niveles de emisión de gases contaminantes en Colombia. Los niveles máximos permitidos para gases contaminantes en Colombia son: Monóxido de Carbono (CO): máximo 4.5%. Hidrocarburos (HC): máximo 2000 ppm.","EMISIÓN DE GASES:
Ley 1972 de Julio de 2019 expedida Todas las motocicleta BAJAJ cuentan con Los CDA o Centros de Diagnostico
por el Ministerio de Ambiente, Vivienda y Automotriz son las encargados de realizar
Desarrollo Territorial, es la norma en cual en la ley 1972, donde cumplimos las inspecciones técnico mecánicas para
medir los niveles de gases contaminantes.
de agentes contaminantes que emiten entrega por primera vez con la motocicleta Esta revisión en las motocicletas se debe
las fuentes..."
cuantos kilómetros hace por galón,1.0,The score is 1.00 because there are no contradictions detected between the actual output and retrieval context.,0.6666666666666666,"The score is 0.67 because the model's response does not fully address the user's question about mileage per gallon due to an irrelevant statement made in the actual output, which is not related to this topic.",0,"The score is 0.00 because irrelevant nodes (nodes 1 and 2) that are not relevant to 'cuantos kilómetros hace por galón' are ranked higher than the actual relevant ones, which should be ranked lower or not present at all.","¡Hola! No tengo información específica sobre el rendimiento de kilómetros por galón de la Bajaj Boxer CT100 KS en los documentos que me has proporcionado. Sin embargo, te recomiendo revisar foros de usuarios o contactar a un Centro de Servicio Bajaj (C.S.B.) para obtener información más precisa sobre este tema. ¡Ellos podrán darte datos basados en experiencias reales y pruebas técnicas!",El manual no lo especifica.,"Grifo de combustible
desde el tanque hasta el carburador, este tiene 3 posiciones.
ON:
cantidad sea mayor a 1,2 litros, cuando la cantidad sea
menor a la mencionada la motocicleta se apagará.
Tapa del tanque de combustible
Para abrir la tapa del depósito de combustible, inserte
RES:
la llave en la cerradura y gírela hacia la derecha y
es menor a 1,2 litros, debe abastecer combustible lo
levante la tapa del tanque de combustible.
antes posible.
La tapa se cierra empujándola hacia abajo.
OFF:
. 17..."
cual es la relación de transmisión de la moto,1.0,"The score is 1.00 because there are no contradictions between the actual output and the retrieval context, indicating perfect alignment.",1.0,"The score is 1.00 because the output directly addresses the input question about the transmission relationship of a motorcycle, making it highly relevant and accurate.",0,"The score is 0.00 because all four nodes (retrieval contexts) are irrelevant to the input ('cual es la relación de transmisión de la moto'), consistently showing 'no' verdicts. These nodes discuss motorcycle maintenance, inspection procedures, and emissions regulations, but none provide information about the transmission's relationship with the manual.",¡Hola! No tengo información específica sobre la relación de transmisión de la Bajaj Boxer CT100 KS en los documentos que me has proporcionado. Te recomiendo consultar el manual del propietario o contactar a un Centro de Servicio Bajaj (C.S.B.) para obtener esta información técnica precisa. ¡Ellos podrán darte los datos exactos que necesitas!,No se especifica en el manual,"PREGUNTAS FRECUENTES
¿Porqué son importantes • Son los que garantizan la calidad, seguridad e idoneidad de la motocicleta. En esos
las revisiones de mantenimientos realizamos ajustes a diferentes sistemas de la motocicleta y además
mantenimiento preventivo? recomendamos el cambio de algunas partes debido al desgaste normal por el uso
frecuente, el cambio de estas no corresponden a fallas en la motocicleta, por el
Para resumir son dos los factores que
hacen que los mantenimiento preventivos
sean ..."
cual es el cilindraje de la moto,0.6666666666666666,"The score is 0.67 because the actual output doesn't fully align with the retrieval context due to a lack of specific information about the bore size, which contradicts the claim's suggestion to consult precise sources.",0.3333333333333333,The score is 0.33 because the actual output contains irrelevant statements that do not address the requested information about the cylinder size of a motorcycle.,0,"The score is 0.00 because all five 'nodes' in the retrieval contexts are irrelevant nodes, describing topics such as motorcycle identification, fuel system, and driving instructions, which do not relate to the input question about the cylinder size of a motorcycle. The first node is about identifying a motocicleta BAJAJ CT-100, while the remaining four nodes discuss unrelated aspects like VIN location, fuel control, and driving instructions.",¡Hola! No tengo información específica sobre el cilindraje de la Bajaj Boxer CT100 KS en los documentos que me has proporcionado. Te recomiendo consultar el manual del propietario o contactar a un Centro de Servicio Bajaj (C.S.B.) para obtener esta información técnica precisa. ¡Ellos podrán darte los datos exactos que necesitas!,el cilindraje de la moto es de 102 cc.,"Identificación de
la Motocicleta su motocicleta BAJAJ CT-100 ES particular de otros del mismo modelo y el tipo.
El número de VIN se ubica en la parte frontal derecha El número de Motor se ubica en la parte inferior del motor
del chasis, justo en frente del tanque de combustible del lado izquierdo, justo debajo de la palanca de cambios.
. 13 .

Tablas:

Identificación de Los números de Motor y de VIN (Chasis) se utilizan para registrar e identificar la motocicleta
la Motocicleta su motocicleta BA..."
cual es la viscosidad del aceite de la moto,0.6666666666666666,"The score is 0.67 because the actual output doesn't align with the retrieval context in that it recommends seeking external resources (manual or service center) for motor oil maintenance guidance, despite the retrieval context already providing relevant information.",0.6666666666666666,"The score is 0.67 because the actual output does not provide specific information about the viscosity of the oil, instead focusing on a negative answer and suggesting alternative sources of information.",0,"The score is 0.00 because all three nodes in retrieval contexts are ranked incorrectly, as they contain information irrelevant to the viscosity of engine oil, which should be ranked lower than any relevant node.",¡Hola! No tengo información específica sobre la viscosidad del aceite de la Bajaj Boxer CT100 KS en los documentos que me has proporcionado. Te recomiendo consultar el manual del propietario o contactar a un Centro de Servicio Bajaj (C.S.B.) para obtener esta información técnica precisa. ¡Ellos podrán darte los datos exactos que necesitas!,"SAE 20W-50 o 10W-30, API SL, JASO MA.","un desgaste acelerado del kit de arrastre. de cambio de aceite para dar una larga vida a los componentes del motor.
Lubrique la cadena por lo menos cada 500 km si usa Para más detalles consulte cuadro de mantenimiento periódico.
la motocicleta en zonas muy húmedas o polvorientas.
. 22 .

ACEITE DE MOTOR
Verificación diaria del nivel de aceite
Mantenga siempre el nivel de aceite entre los niveles bajo y alto,
cuando el nivel de aceite esté llegando al nivel bajo (D), indicado
en la imagen, debe p..."
