question,faithfulness_score,faithfulness_reason,answer_relevancy_score,answer_relevancy_reason,contextual_precision_score,contextual_precision_reason,answer,ground_truth,contexts
que tan alta es la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,"The score is 0.00 because it does not directly address the question 'que tan alta es la moto' (how tall is the bike). The output contains irrelevant information about the Bajaj Boxer CT100 KS, and fails to provide the height of any bike.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"¡Hola! Lamentablemente, no tengo la información sobre la altura total de la Bajaj Boxer CT100 KS en los datos que me has proporcionado.",Altura total: 1.072 mm.,"['ACEITE DE MOTOR\nVerificación diaria del nivel de aceite\nMantenga siempre el nivel de aceite entre los niveles bajo y alto,\ncuando el nivel de aceite esté llegando al nivel bajo (D), indicado\nen la imagen, debe proceder a completar hasta el nivel máximo (C)\ncon aceite recomendado, sin sobrepasar el nivel máximo. A\n1. Estacione la motocicleta en una superficie plana\nB\n2. Extraiga el tapón medidor de aceite y límpielo.\nC\n3. Inserte tapón medidor hasta el punto R sin roscar. D\n4. Retire..."
cual es la altura del asiento con respecto al piso,1.0,The faithfulness score is 1.00 because there are no contradictions found between the actual output and the retrieval context.,1.0,The score is 1.00 because the response accurately addresses the question about the seat height relative to the floor.,0,"The contextual precision score is 0.00 because the irrelevant nodes (ranked 1, 2, 3, 5, and 6) are ranked before the relevant node (ranked 4), which should be ranked higher as it contains information about seat height.","¡Hola! Lamentablemente, no tengo la información sobre la altura del asiento con respecto al piso de la Bajaj Boxer CT100 KS en los datos que me has proporcionado.",Altura del asiento: 784 mm.,"['¿QUÉ ES LA\nGARANTÍA?\n\nTablas:', 'Nombre *\nNombres Apellidos\nNúmero de Cédula * Celular *\n0000000000\nEmail *\n¿Qué moto tienes?\nEscoge tu ubicación actual *\nDepartamento\nCiudad\nHe leído y he aceptado la Autorización para el Tratamiento de\nPersonales. *\nPara conocer nuestro aviso de privacidad da clic en el siguiente link Avi\nPrivacidad Grupo UMA |  |  |  | s\n |  |  |  |  |  | \n |  |  | Apellidos |  |  | \n |  |  |  |  |  | \n |  |  |  |  |  | \n |  |  |  |  |  | \n |  |  |  |  |..."
cual es la presión de las llantas,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 as the response directly addresses the question about tire pressure, and no irrelevant statements were made.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"¡Hola! Con gusto te proporciono la información sobre la presión de las llantas de tu Bajaj Boxer CT100 KS:

*   **Llanta trasera (solo):** 28 psi
*   **Llanta trasera (con pasajero):** 32 psi

Recuerda verificar el indicador de desgaste de las llantas para asegurar una conducción segura. ¡Espero que esta información te sea útil!",Delantera: 25 PSI. Trasera sin pasajero: 28 PSI. Trasera con pasajero: 32 PSI.,"['banda elástica para evitar que se caiga. Trasera Sólo 28 psi\n• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi\nkit de primeros auxilios.\nRecuerde verificar el indicador de desgaste\nde las llantas, este le informa si la llanta es\napta o no para la conducción.\n. 21 .', 'banda elástica para evitar que se caiga. Trasera Sólo 28 psi\n• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi\nkit de primeros auxilios.\nde las llantas, este le informa si la llanta es\nap..."
que tipos de frenos tiene la moto ,1.0,The faithfulness score is 1.00 because there are no contradictions found between the actual output and the retrieval context.,0.5,The score is 0.50 because it failed to directly answer the question about the types of brakes on a motorcycle and included an irrelevant greeting 'Hola!' instead.,0,"The contextual precision score is 0.00 because all provided nodes (1-5) do not directly address the question about the types of brakes on a motorcycle. For instance, node 1 does not mention the types of brakes, node 2 discusses sounds and vibrations of different motorcycle models, node 3 is about maintenance and safety tips but not specific brake pads, node 4 is about emergency braking, and nodes 4 and 5 are about safe driving practices.","¡Hola! Lamentablemente, no tengo la información específica sobre los tipos de frenos que tiene la Bajaj Boxer CT100 KS en los datos que me has proporcionado.","Frenos de tambor adelante y atrás, ambos de 110 mm.",['Tips para una conducción segura\nFrenada : Estacionando la moto :\n• Libere el acelerador y la palanca de embrague con 1. Coloque la moto en el parador central en una\nla transmisión embragada para que el freno motor\nle ayude a disminuir la velocidad. 2. Bloquee la dirección.\n• Haga los cambios descendentes de marcha uno\na uno para alcanzar la posición neutral cuando PRECAUCIÓN: No intente estacionar la\nse detenga completamente.\n• Aplique ambos frenos (delantero y trasero) inclinadas ya q...
como hago el despegue o asentamiento del motor,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,"The score is 0.00 because 'Hola!' is irrelevant to the question about how to takeoff or land the motor of Bajaj Boxer CT100 KS, and there is a lack of specific information about the takeoff and landing process of the engine in the given data.",0.25,"The contextual precision score is 0.25 because only one out of five nodes (ranked fifth) provides a possible connection to the input, while the first four nodes are irrelevant to the question.","¡Hola! Lamentablemente, no tengo la información específica sobre el proceso de despegue o asentamiento del motor de la Bajaj Boxer CT100 KS en los datos que me has proporcionado.",Evitar acelerones y frenadas bruscas durante los primeros 2.000 km. Seguir los límites de velocidad por marcha.,['¿Cómo Conducir tu Motocicleta?\nEncendido del motor: Arranque:\n1. Coloque la llave de gasolina en ON o RES. • Confirme que el estante lateral y central están arriba.\n2. Coloque el interruptor de encendido en posición • Oprima la palanca del embrague.\nON usando la llave de la motocicleta. • Engrane la primera marcha (1a Vel).\n3. Confirme que la transmisión esta en neutral. • Gire levemente el acelerador mientras\n4. Use el ahogador durante el primer encendido o libera simultáneamente el emb...
cuanto tiempo dura la garantía de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 as the response directly addresses the question about the warranty duration of a motorcycle, with an accurate answer.",0.75,"The contextual precision score of 0.75 indicates that relevant nodes (nodes with 'yes' verdict) are ranked higher than irrelevant nodes (nodes with 'no' verdict), but three out of six nodes containing irrelevant information were ranked before the second node with a relevant reason. Specifically, the third node ('OTRAS' and 'RECOMENDACIONES') and the fifth node ('SONIDOS Y VIBRACIONES EN LAS MOTOCICLETAS') are ranked above the second node (although it does not provide the exact time period, the mention of periodic inspections based on kilometers or time indirectly confirms that the warranty period is determined by distance driven).","¡Hola! El período de garantía original de tu Bajaj Boxer CT100 KS es de 20.000 km o 12 meses, lo que ocurra primero. Recuerda que la garantía cubre cualquier defecto de manufactura o ensamble de tu motocicleta. ¡Espero que esta información te sea útil!","12 meses o 20.000 kilómetros, lo que ocurra primero.","['servicio y derechos relacionados con la garantía.\nAdemás los Centros de Servicio UMA le garantizan calidad en\nRecordamos que el período de la garantía original de la el servicio, historial de su motocicleta consolidado, técnicos\nmotocicleta es de 20.000 Km o 12 meses, lo primero que ocurra; entrenados en las tecnologías BAJAJ, respaldo de\nademás se aclara que la garantía es el derecho que tiene ante BAJAJ en todo momento.\ncualquier defecto de manufactura o ensamble de su producto.\n.. 441..."
cuanto es la emisión de gases de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.75,"The score is 0.75 because while the response correctly identifies that a motorcycle emits gases, it also includes a statement about the first gas review being free upon delivery, which is irrelevant to the question about emission features of the motorcycle.",1.0,"The contextual precision score of 1.00 is due to all relevant nodes (ranked 1st and 2nd) being ranked higher than the irrelevant nodes (ranked 3rd, 4th, and 5th). The first node directly addresses the question about maximum allowed emission levels for carbon monoxide, while the second node provides safety guidelines that also mention CO emissions. On the other hand, the remaining nodes discuss topics unrelated to the input.","¡Hola! La Bajaj Boxer CT100 KS, como todas las motocicletas BAJAJ, cumple con la Ley 1972 de Julio de 2019, que regula los niveles de agentes contaminantes. Los niveles máximos permitidos son:

*   **Monóxido de Carbono (CO):** 4.5%

Es importante que sepas que la primera revisión de gases es gratuita y se realiza al momento de la entrega de la motocicleta. Después del segundo año de matriculada, deberás realizar la revisión técnico-mecánica anualmente en un Centro de Diagnóstico Automotor (CDA), asumiendo el costo correspondiente.","la moto cumple con la Ley 1972 de Julio de 2019, que regula los niveles de emisión de gases contaminantes en Colombia. Los niveles máximos permitidos para gases contaminantes en Colombia son: Monóxido de Carbono (CO): máximo 4.5%. Hidrocarburos (HC): máximo 2000 ppm.","['EMISIÓN DE GASES:\nLey 1972 de Julio de 2019 expedida Todas las motocicleta BAJAJ cuentan con Los CDA o Centros de Diagnostico\npor el Ministerio de Ambiente, Vivienda y Automotriz son las encargados de realizar\nDesarrollo Territorial, es la norma en cual en la ley 1972, donde cumplimos las inspecciones técnico mecánicas para\nmedir los niveles de gases contaminantes.\nde agentes contaminantes que emiten entrega por primera vez con la motocicleta Esta revisión en las motocicletas se debe\nlas..."
cuantos kilómetros hace por galón,1.0,The faithfulness score is 1.00 because there are no contradictions found between the actual output and the retrieval context.,0.5,"The score is 0.50 because the response '¡Hola!' is irrelevant to the question asking about kilometers per liter, not miles per gallon of a specific vehicle.",0,"The contextual precision score is 0.00 because all the presented nodes (ranked from 1-15) are irrelevant and unrelated to the input about 'cuantos kilómetros hace por galón', which refers to fuel efficiency.","¡Hola! Lamentablemente, no tengo la información sobre el rendimiento de kilómetros por galón de la Bajaj Boxer CT100 KS en los datos que me has proporcionado.",El manual no lo especifica.,"['¿QUÉ ES LA\nGARANTÍA?\n\nTablas:', 'SA galgo\nD DIMENSIONES\nMOTOR\n@ Longitud: 1965 mm\nSISTEMA\nELÉCTRICO Ancho: 752 mm\n&8 Altura: 1072 mm\nCHASIS\nDistancia entre Ejes: 1235 mm\nDistancia mínima del Suelo: 169 mm\nDIMENSIONES\nPeso: 109 Kg\nCapacidad del Tanque: 10,51\nInformación extraída del sitio web oficial de la marca\n\nTablas:', '¿QUÉ ES LA\nGARANTÍA?\n. 38 .\n\nTablas:', 'Insumos y\nServicio Mano de Obra\nRepuestos\nRevisión de 500 - 750 km - Primeros 15 a 30 días Gratuita\nPara ay..."
cual es la relación de transmisión de la moto,0.0,"Error: 1 validation error for FaithfulnessVerdict
verdict
  Field required [type=missing, input_value={'verditc': 'idk'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.11/v/missing",1.0,The score is 1.00 because it directly addresses the question about the transmission relationship of a motorcycle.,0,"The contextual precision score is 0.00 because all retrieved nodes (1-5) are irrelevant to the input 'cual es la relación de transmisión de la moto', meaning they do not provide information about the relationship of transmission in a motorcycle.","¡Hola! Lamentablemente, no tengo la información sobre la relación de transmisión de la Bajaj Boxer CT100 KS en los datos que me has proporcionado.",No se especifica en el manual,['• En caso de frenada de emergencia concéntrese en • Lea las instrucciones a fondo en este manual y\nla aplicación de los frenos lo más fuerte posible sígalas cuidadosamente.\nsin patinar sin intentar bajar marchas en la • Evite accesorios innecesarios para la\ntransmisión. seguridad tanto de piloto y otros automovilistas.\n• Familiarícese y siga las reglas y regulaciones\nDeteniendo la moto : de tránsito local así como las señales de\n1. Cierre completamente el acelerador tránsito en general.\...
cual es el cilindraje de la moto,1.0,The faithfulness score is 1.00 because there are no contradictions found between the actual output and the retrieval context.,1.0,The score is 1.00 because it correctly provided the required information about the engine displacement of a motorcycle.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,¡Hola! El cilindraje de la Bajaj Boxer CT100 KS es de 102 cc.,el cilindraje de la moto es de 102 cc.,"['CILINDRAJE 102 CC 97.2 CC\nPOTENCIA 7.59 HP 7500 RPM 7.7 HP 7500 RPM\nTORQUE 8.24 NM @5500 RPM 8.2 NM @4500 RPM\nENCENDIDO Pedal Pedal\nCAPACIDAD DEL 10.5 L 10.5 L\nTANQUE\nFRENO DELANTERO Tambor 110 mm Tambor\nSUSPENSION TRASERA Brazo oscilante, Tecnología SNS de 5 Doble amortiguador ajustable e\nposiciones\nUSB Si No\n*La información técnica e imágenes de referencia de las motocicletas fue tomada del\nsitio oficial de cada una de las marcas a la fecha 31/10/2024.\nBoxer CT100 KS\nPRECI\nVER ..."
cual es la viscosidad del aceite de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 because it correctly answered the question about motor oil viscosity, and there were no irrelevant statements in the output.",1.0,"The contextual precision score is 1.00 because all relevant nodes (ranked 1 and 2) are ranked higher than irrelevant nodes, with no irrelevant nodes appearing before the relevant ones.",¡Hola! La viscosidad del aceite recomendada para tu Bajaj Boxer CT100 KS es SAE 20W 50 / 10W 30.,"SAE 20W-50 o 10W-30, API SL, JASO MA.","['Este manual de Usuario y Garantía es parte fundamental de la motocicleta,\nrecomendamos mantenerlo siempre con la motocicleta.\nEspecificaciones del Aceite Recomendado\nIMPORTANTE\nAntes de encender el motor verifique Viscosidad SAE 20 W 50 / 10 W 30\nsi el nivel de aceite 4T es el adecuado.\nServicio API SL\nVer sección: ACEITE MOTOR\nJASO MA\nEste manual de Usuario y Garantía incluye la información más reciente del producto disponible antes de la impresión. BAJAJ se reserva\nel derecho a rea..."
que tipo de llantas usa la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.5,The score is 0.50 because it provided information about a different vehicle (Bajaj Boxer CT100 KS) instead of the motorcycle specified in the question.,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"¡Hola! Lamentablemente, no tengo la información específica sobre el tipo de llantas que usa la Bajaj Boxer CT100 KS en los datos que me has proporcionado. Sin embargo, te recomiendo revisar la presión de inflado correcta en las dos llantas y verificar que no tengan grietas o cortes para asegurar una conducción segura.","Delantera: 2.75-17, 41P (tubetype). Trasera: 3.00-17, 50P (tubetype).","['• Salga temprano para llegar a su destino pastillas de freno.\nde manera segura. • Revise la tensión de la cadena de 20 a 30 mm y\n• Lleve siempre los documentos de la motocicleta que esté bien lubricada.\nvigentes y una licencia válida de conducción. • Funcionamiento de todas las luces y bocina.\n• Evite manejar sobre arena suelta o piedras, • Movimiento suave de la dirección sin restricciones.\ndonde el vehículo podría patinar. • Juego libre en la palanca de embrague de 2 a 3 mm.\n• Sujete a..."
