question,faithfulness_score,faithfulness_reason,answer_relevancy_score,answer_relevancy_reason,contextual_precision_score,contextual_precision_reason,answer,ground_truth,contexts
que tan alta es la moto,1.0,"The score is 1.00 because there are no contradictions found between the 'actual output' and the 'retrieval context', indicating perfect alignment and faithfulness.",0.0,"The score is 0.00 because the actual output is completely irrelevant to the input, specifically discussing the Bajaj Boxer CT100 KS' height, whereas the input 'que tan alta es la moto' asks about a different motorcycle's height, making all statements irrelevant.",0,"The score is 0.00 because all nodes in the retrieval contexts, including node 1, node 2, node 3, and node 4, are ranked lower than the relevant nodes, as they discuss topics like motor oil, driving safety, and table titles that have no relation to 'que tan alta es la moto'. These irrelevant nodes should be ranked lower than actual motorcycle height-related information.","¡Hola! Lamentablemente, no tengo la información sobre la altura total de la Bajaj Boxer CT100 KS en los datos que me has proporcionado.",Altura total: 1.072 mm.,"['ACEITE DE MOTOR\nVerificación diaria del nivel de aceite\nMantenga siempre el nivel de aceite entre los niveles bajo y alto,\ncuando el nivel de aceite esté llegando al nivel bajo (D), indicado\nen la imagen, debe proceder a completar hasta el nivel máximo (C)\ncon aceite recomendado, sin sobrepasar el nivel máximo. A\n1. Estacione la motocicleta en una superficie plana\nB\n2. Extraiga el tapón medidor de aceite y límpielo.\nC\n3. Inserte tapón medidor hasta el punto R sin roscar. D\n4. Retire..."
cual es la altura del asiento con respecto al piso,1.0,The score is 1.00 because there are no contradictions found between the actual output and the retrieval context.,0.5,"The score is 0.50 because The statements are not providing relevant information about the seat height with respect to the floor, but rather expressing a lack of knowledge or data.",0,"The score is 0.00 because '¿QUÉ ES LA GARANTÍA?', 'Nombre *', text about motorcyclist safety and conduct, table of contents and page references, and text about storing a motorcycle are all irrelevant nodes that should be ranked lower than the relevant nodes in determining the height of a seat.","¡Hola! Lamentablemente, no tengo la información sobre la altura del asiento con respecto al piso de la Bajaj Boxer CT100 KS en los datos que me has proporcionado.",Altura del asiento: 784 mm.,"['¿QUÉ ES LA\nGARANTÍA?\n\nTablas:', 'Nombre *\nNombres Apellidos\nNúmero de Cédula * Celular *\n0000000000\nEmail *\n¿Qué moto tienes?\nEscoge tu ubicación actual *\nDepartamento\nCiudad\nHe leído y he aceptado la Autorización para el Tratamiento de\nPersonales. *\nPara conocer nuestro aviso de privacidad da clic en el siguiente link Avi\nPrivacidad Grupo UMA |  |  |  | s\n |  |  |  |  |  | \n |  |  | Apellidos |  |  | \n |  |  |  |  |  | \n |  |  |  |  |  | \n |  |  |  |  |  | \n |  |  |  |  |..."
cual es la presión de las llantas,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.75,"The score is 0.75 because although most of the response addressed the question about tire pressure, one part provided general advice instead of focusing on the specific concern.",0.7555555555555555,"The score is 0.76 because although some irrelevant nodes ('GARANTÍA', 'banda elástica para evitar que se caiga') are ranked lower than the relevant ones (the first and third nodes in retrieval contexts), there's still room for improvement as some relevant nodes (the second node) could be ranked higher to achieve a perfect contextual precision score.","¡Hola! Con gusto te proporciono la información sobre la presión de las llantas de tu Bajaj Boxer CT100 KS:

*   **Llanta trasera (solo):** 28 psi
*   **Llanta trasera (con pasajero):** 32 psi

Recuerda verificar el indicador de desgaste de las llantas para asegurar una conducción segura. ¡Espero que esta información te sea útil!",Delantera: 25 PSI. Trasera sin pasajero: 28 PSI. Trasera con pasajero: 32 PSI.,"['banda elástica para evitar que se caiga. Trasera Sólo 28 psi\n• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi\nkit de primeros auxilios.\nRecuerde verificar el indicador de desgaste\nde las llantas, este le informa si la llanta es\napta o no para la conducción.\n. 21 .', 'banda elástica para evitar que se caiga. Trasera Sólo 28 psi\n• Puede ser utilizado para guardar un Trasera con Pasajero 32 psi\nkit de primeros auxilios.\nde las llantas, este le informa si la llanta es\nap..."
que tipos de frenos tiene la moto ,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 because the answer perfectly addresses the question about types of brakes a motorcycle has, making it highly relevant and accurate.",0,"The reason the contextual precision score is 0.00 is because all nodes (1-6) contain irrelevant information about motorcycle safety procedures, stopping methods, and maintenance instructions, making them not relevant to determining the types of brakes a motorcycle has.","¡Hola! Lamentablemente, no tengo la información específica sobre los tipos de frenos que tiene la Bajaj Boxer CT100 KS en los datos que me has proporcionado.","Frenos de tambor adelante y atrás, ambos de 110 mm.",['Tips para una conducción segura\nFrenada : Estacionando la moto :\n• Libere el acelerador y la palanca de embrague con 1. Coloque la moto en el parador central en una\nla transmisión embragada para que el freno motor\nle ayude a disminuir la velocidad. 2. Bloquee la dirección.\n• Haga los cambios descendentes de marcha uno\na uno para alcanzar la posición neutral cuando PRECAUCIÓN: No intente estacionar la\nse detenga completamente.\n• Aplique ambos frenos (delantero y trasero) inclinadas ya q...
como hago el despegue o asentamiento del motor,1.0,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context.",0.5,"The score is 0.50 because the output only partially addresses the question about starting or setting up the motor, with an irrelevant statement providing no relevant information about the Bajaj Boxer CT100 KS motor.",0.8333333333333333,"The score of 0.83 is because relevant nodes are ranked higher than irrelevant nodes, with the first 'yes' node (ranked 1) and third 'yes' node (ranked ?) providing specific instructions on starting a motor, while the second 'no' node and fourth 'no' node ('¿Cómo Conducir tu Motocicleta?' and storing a motorcycle information, respectively) are not directly related to the topic of starting or stopping a motor.","¡Hola! Lamentablemente, no tengo la información específica sobre el proceso de despegue o asentamiento del motor de la Bajaj Boxer CT100 KS en los datos que me has proporcionado.",Evitar acelerones y frenadas bruscas durante los primeros 2.000 km. Seguir los límites de velocidad por marcha.,['¿Cómo Conducir tu Motocicleta?\nEncendido del motor: Arranque:\n1. Coloque la llave de gasolina en ON o RES. • Confirme que el estante lateral y central están arriba.\n2. Coloque el interruptor de encendido en posición • Oprima la palanca del embrague.\nON usando la llave de la motocicleta. • Engrane la primera marcha (1a Vel).\n3. Confirme que la transmisión esta en neutral. • Gire levemente el acelerador mientras\n4. Use el ahogador durante el primer encendido o libera simultáneamente el emb...
cuanto tiempo dura la garantía de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 because the output is directly relevant to the input, answering the question about the duration of the motorcycle's warranty.",0.9166666666666666,"The score is 0.92 because despite some irrelevant nodes (like the third node that talks about battery warranties) and another node unrelated to the main topic (the fifth node discussing sounds and vibrations), the majority of the retrieval contexts accurately rank relevant information ('yes' verdicts) higher than irrelevant ones, with the second-ranked 'no' verdict being a minor exception.","¡Hola! El período de garantía original de tu Bajaj Boxer CT100 KS es de 20.000 km o 12 meses, lo que ocurra primero. Recuerda que la garantía cubre cualquier defecto de manufactura o ensamble de tu motocicleta. ¡Espero que esta información te sea útil!","12 meses o 20.000 kilómetros, lo que ocurra primero.","['servicio y derechos relacionados con la garantía.\nAdemás los Centros de Servicio UMA le garantizan calidad en\nRecordamos que el período de la garantía original de la el servicio, historial de su motocicleta consolidado, técnicos\nmotocicleta es de 20.000 Km o 12 meses, lo primero que ocurra; entrenados en las tecnologías BAJAJ, respaldo de\nademás se aclara que la garantía es el derecho que tiene ante BAJAJ en todo momento.\ncualquier defecto de manufactura o ensamble de su producto.\n.. 441..."
cuanto es la emisión de gases de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.6,"The score is 0.60 because the actual output contains statements that are unrelated to the input topic of 'emission levels of a motorcycle', specifically discussing benefits and maintenance requirements.",0.7555555555555555,"The score of 0.76 is because irrelevant nodes, like the accident scenario node (2nd node), are not ranked higher than the relevant ones, such as those mentioning 'Monóxido de Carbono (CO)' or specific emission levels.","¡Hola! La Bajaj Boxer CT100 KS, como todas las motocicletas BAJAJ, cumple con la Ley 1972 de Julio de 2019, que regula los niveles de agentes contaminantes. Los niveles máximos permitidos son:

*   **Monóxido de Carbono (CO):** 4.5%

Es importante que sepas que la primera revisión de gases es gratuita y se realiza al momento de la entrega de la motocicleta. Después del segundo año de matriculada, deberás realizar la revisión técnico-mecánica anualmente en un Centro de Diagnóstico Automotor (CDA), asumiendo el costo correspondiente.","la moto cumple con la Ley 1972 de Julio de 2019, que regula los niveles de emisión de gases contaminantes en Colombia. Los niveles máximos permitidos para gases contaminantes en Colombia son: Monóxido de Carbono (CO): máximo 4.5%. Hidrocarburos (HC): máximo 2000 ppm.","['EMISIÓN DE GASES:\nLey 1972 de Julio de 2019 expedida Todas las motocicleta BAJAJ cuentan con Los CDA o Centros de Diagnostico\npor el Ministerio de Ambiente, Vivienda y Automotriz son las encargados de realizar\nDesarrollo Territorial, es la norma en cual en la ley 1972, donde cumplimos las inspecciones técnico mecánicas para\nmedir los niveles de gases contaminantes.\nde agentes contaminantes que emiten entrega por primera vez con la motocicleta Esta revisión en las motocicletas se debe\nlas..."
cuantos kilómetros hace por galón,1.0,"The score is 1.00 because there are no detected contradictions between the 'actual output' and the 'retrieval context', indicating a perfect match.",1.0,"The score is 1.00 because the answer perfectly addresses the input question about kilometers per gallon, making it highly relevant.",0,"The score is 0.00 because all nodes (nodes 1-5) are irrelevant to the input 'cuantos kilómetros hace por galón', with reasons ranging from not mentioning key terms to being unrelated topics.","¡Hola! Lamentablemente, no tengo la información sobre el rendimiento de kilómetros por galón de la Bajaj Boxer CT100 KS en los datos que me has proporcionado.",El manual no lo especifica.,"['¿QUÉ ES LA\nGARANTÍA?\n\nTablas:', 'SA galgo\nD DIMENSIONES\nMOTOR\n@ Longitud: 1965 mm\nSISTEMA\nELÉCTRICO Ancho: 752 mm\n&8 Altura: 1072 mm\nCHASIS\nDistancia entre Ejes: 1235 mm\nDistancia mínima del Suelo: 169 mm\nDIMENSIONES\nPeso: 109 Kg\nCapacidad del Tanque: 10,51\nInformación extraída del sitio web oficial de la marca\n\nTablas:', '¿QUÉ ES LA\nGARANTÍA?\n. 38 .\n\nTablas:', 'Insumos y\nServicio Mano de Obra\nRepuestos\nRevisión de 500 - 750 km - Primeros 15 a 30 días Gratuita\nPara ay..."
cual es la relación de transmisión de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 because the actual output directly answers the question about the transmission relationship of a motorcycle, making it highly relevant to the input.",0,"The score is 0.00 because none of the nodes in the retrieval contexts are ranked as relevant ('yes' verdict) to the input query 'cual es la relación de transmisión de la moto'. All five nodes are ranked lower and their reasons explain why they are not related to transmission ratio, such as driving tips, characteristics of different motorcycles, or user and warranty information. The lack of relevant nodes in the top-ranked positions contributes to a contextual precision score of 0.00.","¡Hola! Lamentablemente, no tengo la información sobre la relación de transmisión de la Bajaj Boxer CT100 KS en los datos que me has proporcionado.",No se especifica en el manual,['• En caso de frenada de emergencia concéntrese en • Lea las instrucciones a fondo en este manual y\nla aplicación de los frenos lo más fuerte posible sígalas cuidadosamente.\nsin patinar sin intentar bajar marchas en la • Evite accesorios innecesarios para la\ntransmisión. seguridad tanto de piloto y otros automovilistas.\n• Familiarícese y siga las reglas y regulaciones\nDeteniendo la moto : de tránsito local así como las señales de\n1. Cierre completamente el acelerador tránsito en general.\...
cual es el cilindraje de la moto,0.0,"The score is 0.00 because the actual output contains a clear contradiction between the claimed fuel tank capacity (10.5L) and the information presented in the retrieval context, which likely refers to an engine displacement of 102cc, not liters.",1.0,The score is 1.00 because all answers directly address the question 'cual es el cilindraje de la moto' about the engine size of a motorcycle.,0,"The contextual precision score of 0.00 is because all four nodes in the retrieval contexts ('CILINDRAJE 102 CC 97.2 CC', '¿Cómo Conducir tu Motocicleta?', 'veces para cubrir la pared del cilindro con el aceite e instalar de nuevo la bujía', and a text about changing oil, storing the motorbike, and maintaining other components) are irrelevant nodes that should be ranked lower than the actual relevant node (the one providing the engine size information). The first-ranked node is not related to the topic of engine size or specifications.",¡Hola! El cilindraje de la Bajaj Boxer CT100 KS es de 102 cc.,el cilindraje de la moto es de 102 cc.,"['CILINDRAJE 102 CC 97.2 CC\nPOTENCIA 7.59 HP 7500 RPM 7.7 HP 7500 RPM\nTORQUE 8.24 NM @5500 RPM 8.2 NM @4500 RPM\nENCENDIDO Pedal Pedal\nCAPACIDAD DEL 10.5 L 10.5 L\nTANQUE\nFRENO DELANTERO Tambor 110 mm Tambor\nSUSPENSION TRASERA Brazo oscilante, Tecnología SNS de 5 Doble amortiguador ajustable e\nposiciones\nUSB Si No\n*La información técnica e imágenes de referencia de las motocicletas fue tomada del\nsitio oficial de cada una de las marcas a la fecha 31/10/2024.\nBoxer CT100 KS\nPRECI\nVER ..."
